#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
4d782a32f1e43978a73d0a4a3b4da654	0.0	0.0	0.0	0.0	0.0	0.0	12.0	21.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0
e57a4a7dd8e2c43d8c78d4b490179396	0.0	0.0	12.0	23.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	21.0	0.0	0.0
f0822d6b14d24b65aa602561bedb581e	10.0	16.0	0.0	0.0	0.0	14.0	17.0	15.0	0.0	0.0	13.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
35c0d280a43b9309e80784ec53474291	0.0	0.0	27.0	0.0	0.0	0.0	4.0	5.0	6.0	0.0	9.0	0.0	0.0	4.0	12.0	18.0	0.0	11.0
90f58a0b2f5b4d8ada8063a9a7214a20	0.0	0.0	0.0	0.0	7.0	6.0	16.0	0.0	0.0	0.0	19.0	21.0	0.0	0.0	13.0	8.0	6.0	0.0
e5721a207fff212a152ca9d8cddd36c8	0.0	16.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b58c33e26bddcebeb0d7ff73f0b4bbd7	0.0	12.0	0.0	9.0	6.0	0.0	14.0	0.0	11.0	0.0	9.0	13.0	4.0	10.0	0.0	0.0	0.0	7.0
93c12e12a1f10bd5e2769ea12ccfbbc4	0.0	9.0	0.0	0.0	0.0	0.0	7.0	21.0	15.0	0.0	6.0	0.0	6.0	4.0	10.0	9.0	0.0	8.0
ab990b022608896b57c78b9651c6a9ab	0.0	0.0	13.0	0.0	0.0	0.0	0.0	12.0	0.0	18.0	26.0	15.0	0.0	0.0	11.0	0.0	0.0	0.0
cb12af403ae7e4c855aecf8f477e8ca0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	12.0	0.0	0.0	16.0	0.0	12.0	16.0	0.0	0.0	10.0	16.0
7f3ef0a451851698c321ef7931618e8c	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
482d978b5efc1c36034a9885263f613c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	61.0	0.0
6b382cfdc714439a46a5fb5871ba5e79	0.0	18.0	0.0	12.0	0.0	0.0	0.0	0.0	11.0	0.0	18.0	0.0	0.0	0.0	19.0	0.0	14.0	0.0
13019f8cf10680c50124f20fcc3c1fd9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	35.0	19.0	0.0	13.0	0.0	0.0	0.0
d72b8fc89fc0a9112c53e2dd973d129d	0.0	0.0	0.0	29.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
7cc9558ccc76cb01af7eca9dcc77dfc0	12.0	0.0	0.0	7.0	0.0	13.0	11.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	15.0	0.0	8.0	7.0
1a2d512def5b90feb982293313ec1bdf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	16.0	9.0	0.0	0.0	0.0	9.0	0.0	8.0
7042a7008a8eb1ce59c114f85b320215	16.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	19.0	8.0	11.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
23748f2f79eb74aabf5f403249e078b8	8.0	10.0	0.0	15.0	0.0	0.0	0.0	0.0	8.0	11.0	9.0	8.0	0.0	10.0	0.0	10.0	0.0	0.0
98f1c11ea6c769a2eb7add878c9579c2	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	25.0	0.0	0.0	12.0	0.0	14.0	0.0
4df56424fd88fd51e0b254b2112682ef	0.0	11.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	19.0	15.0	19.0	0.0	0.0	0.0
274c9649cdd8e470e8952e46bdd38b02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80b5811d1e3410edb41428053b059dee	14.0	21.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	19.0	0.0
f70948c7f00a53750edd5dc287fe587d	13.0	24.0	0.0	0.0	0.0	13.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	13.0
2e182b3e7e1a47afea624883009c1d08	0.0	0.0	0.0	26.0	0.0	0.0	11.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
34bceaa0df7d0917d6d6f18c83ab5cc8	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3cec443a323123e3f96e28aa8a4c81d7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	48.0	0.0	0.0	21.0	0.0
0bdd19781c26d9efb9fdc84fbf3b83fe	0.0	0.0	0.0	9.0	0.0	0.0	23.0	0.0	14.0	0.0	0.0	0.0	14.0	12.0	0.0	0.0	0.0	14.0
5a17ff04c624bea6cce01b0c5dbc63f5	0.0	2.0	0.0	0.0	2.0	6.0	7.0	0.0	5.0	9.0	0.0	0.0	0.0	4.0	29.0	4.0	0.0	17.0
5cff8bc563e8af7d4ae4290a34f714f5	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	23.0	13.0	0.0	0.0	0.0
88e1616e5a8f36f1f52e39f4fca31fc4	0.0	0.0	13.0	12.0	17.0	5.0	0.0	0.0	0.0	0.0	8.0	0.0	6.0	11.0	0.0	0.0	0.0	13.0
18a578e16ffc0ce57a72a02e7b837c87	0.0	0.0	0.0	3.0	0.0	0.0	0.0	22.0	13.0	9.0	12.0	4.0	0.0	0.0	14.0	0.0	0.0	8.0
4963488e957c59e1ac1d61fab8ce53db	0.0	0.0	0.0	44.0	0.0	0.0	0.0	14.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
1b171406ebd3a07711a6c3c20dd72d20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	25.0	21.0	0.0	0.0	0.0	0.0	26.0
c674de0d295fda8855a941c4b63c9e12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0
e7b715ef5cd1236507df177a273cff3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	37.0	0.0	12.0	0.0
90da1bcab098d6b34fb482db130bee5b	0.0	0.0	10.0	0.0	0.0	0.0	0.0	11.0	7.0	0.0	10.0	9.0	13.0	10.0	0.0	12.0	0.0	0.0
4c8ac3960b70ffbf168e03165ddc4a4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	56.0	0.0	13.0	0.0	0.0
fe98fce7661906e63869ee72cfa251c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	26.0	0.0	0.0
1156f65bc0b31ee240c8fe03f1102b2f	0.0	6.0	0.0	0.0	0.0	0.0	6.0	10.0	11.0	8.0	0.0	9.0	9.0	5.0	10.0	0.0	0.0	7.0
ce9cfe38a95ebf7ce0d976fcfd6e56de	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0
b3c52e109d5d9712af4013d18c2847e8	10.0	0.0	0.0	16.0	14.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
7636b69dab5a4cbcadf2aa36aba5a7a4	7.0	0.0	0.0	0.0	0.0	11.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	15.0
d673c74b764bcf3de59bd8444ceb1239	7.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	12.0	9.0	0.0	3.0	0.0	9.0	12.0	10.0	9.0	0.0
17ba084b082ca696e1ba036e3303ac9a	0.0	11.0	0.0	5.0	0.0	0.0	0.0	8.0	8.0	0.0	13.0	6.0	0.0	8.0	8.0	0.0	7.0	5.0
8259b5fd6c8662ddd370ba7e07532aeb	0.0	5.0	10.0	9.0	11.0	7.0	0.0	0.0	0.0	11.0	7.0	0.0	0.0	7.0	0.0	0.0	0.0	12.0
abd80b56ec4c6c0849a123b1d77d5429	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	17.0	0.0	10.0	12.0
fbf1c5119efde8e29e2fa7844df9ae17	14.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	8.0	0.0	0.0	0.0	28.0
2b01ef00168c1833ebbe247044a15c61	0.0	39.0	0.0	0.0	0.0	0.0	23.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0bd6441e314384cb126d9badc5a9bad1	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0
1249f34a31651d1b5af1cc5e4b23ff81	33.0	13.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
b4b890339c7c76419d4015421dc176ca	0.0	15.0	0.0	11.0	24.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	10.0	11.0	0.0
d8053d5a3c3b72d269eba06bec8cb5af	0.0	13.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	5.0	8.0	10.0	0.0	0.0	12.0	12.0	0.0	9.0
5d005ca017a9717d8f6220e9e6140643	0.0	0.0	12.0	0.0	0.0	0.0	14.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	26.0
84f7c22212eaaa840a909947bd53b5a0	0.0	0.0	0.0	16.0	0.0	22.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	9.0	15.0	0.0	0.0	0.0
74548ad44763b23a90786c15116b346f	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	15.0	10.0	11.0	13.0
433548aa2f6e36907c0d50504f4646e2	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2f7ebaf98da3a17e78a9b56d36940d5d	28.0	0.0	13.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	6.0
c3595482ad1d9504b4cceb10a8190e11	14.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	13.0	15.0	0.0	0.0
4dd24333afd05ab38697d0eeb8f7a9a2	3.0	0.0	4.0	4.0	0.0	0.0	2.0	9.0	8.0	3.0	3.0	6.0	0.0	11.0	13.0	0.0	0.0	9.0
bc029b976fed8d0fe40031c2a5d6c4dd	0.0	0.0	11.0	0.0	0.0	24.0	8.0	0.0	0.0	8.0	0.0	13.0	0.0	0.0	11.0	0.0	0.0	0.0
517bae36c3f249b7261904488361268b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
efb97b3b97c05242ee0743d85b85c77e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0
3f75e13b50e3b9dba6b199003b5713f6	12.0	0.0	0.0	30.0	0.0	0.0	20.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ecf0e78f034c8064151b21431e1906e3	0.0	0.0	7.0	0.0	29.0	6.0	0.0	20.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2f73617b45b07c866f8c0270565d8710	0.0	10.0	0.0	0.0	0.0	0.0	12.0	15.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
fa3018506caa3fc8d55519d6bd21ff0a	10.0	0.0	0.0	0.0	0.0	4.0	0.0	11.0	0.0	7.0	3.0	0.0	10.0	0.0	5.0	8.0	0.0	14.0
7efe192f6f4a77130d18d1fe77cbb2d0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	20.0	0.0
d9dac180c9a1b512152041d7fa2085d0	0.0	0.0	0.0	15.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	16.0	0.0
0bad31a198cb5708dc7d51db07ad888f	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	15.0	0.0	21.0	0.0	0.0	0.0	0.0	17.0	0.0
b99c2532873822a2ac9698a3e99bb4d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	21.0	0.0	0.0	0.0	20.0	0.0	17.0	0.0
272686c0aa26f2ac3a27d65c16d9d0d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	4.0	7.0	0.0	12.0	10.0	10.0	0.0	15.0	0.0
7de42087e4ffde1dbb13061a7eda04c1	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	13.0	0.0	9.0	0.0	10.0	0.0	12.0	0.0	0.0	10.0
444a211bd5cb8bcbf6bd29f57f552286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	16.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
432d0ce435b60ae816d20115db24a477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	9.0	29.0	0.0	0.0	8.0	0.0	10.0
2101ceca8756d9e7339272c8fa684f30	20.0	0.0	0.0	0.0	0.0	0.0	26.0	11.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
e845aaf6b97c6e86bfa9503f69662c08	13.0	0.0	6.0	0.0	0.0	14.0	0.0	10.0	0.0	7.0	0.0	11.0	0.0	0.0	8.0	0.0	0.0	0.0
20c553592a5d0b2ca57f5ae5c6dcd4b7	0.0	4.0	13.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	7.0	0.0	3.0	16.0	6.0	11.0
755e8ae70fe4739d2aba4a12aad519d6	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50c9cc90c9526b8b228e655e65e6a469	0.0	0.0	6.0	9.0	7.0	7.0	0.0	8.0	0.0	8.0	0.0	0.0	7.0	7.0	0.0	0.0	10.0	0.0
0a773340eb3d57d4a328f6bb33a4e83c	0.0	0.0	0.0	0.0	13.0	6.0	0.0	0.0	13.0	5.0	0.0	0.0	10.0	0.0	6.0	9.0	7.0	0.0
2e0041c9402c1d71f2d27251848ce57c	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	11.0	4.0	0.0	17.0	4.0	9.0	10.0	0.0	0.0	3.0
8a80b0a9074ed35542c7697c1e1a9ea1	3.0	8.0	7.0	12.0	7.0	0.0	0.0	0.0	0.0	5.0	9.0	5.0	0.0	12.0	0.0	0.0	0.0	0.0
e6514ea2f0a2a18f947d6b33aee1b62f	0.0	48.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8177bb080a9892323898787c2b829644	0.0	13.0	0.0	0.0	0.0	0.0	0.0	16.0	7.0	0.0	0.0	0.0	7.0	0.0	8.0	7.0	10.0	0.0
66ff85d6e1edf8c25d8dc4b671f71f84	0.0	0.0	0.0	9.0	11.0	0.0	0.0	0.0	19.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
5bc74895526e507a6ce8c5dd4fb4c2c4	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	7.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6b3311a14e162d1f4242b7d00201cd12	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
255b333a4841d8c58531bdf6ec32c056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2aa7b7bf6579165cbdfa8f55b2bc2043	0.0	10.0	22.0	9.0	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0
00836772b782620d496d060a298fc7eb	0.0	0.0	0.0	29.0	0.0	25.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b2b06e159d6aaca2ca4efc5882a86b7b	0.0	0.0	0.0	15.0	0.0	0.0	0.0	29.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ad67c5c4d1013ab9ff15f763270b9f9f	0.0	0.0	0.0	0.0	0.0	0.0	8.0	13.0	6.0	9.0	8.0	0.0	0.0	11.0	0.0	12.0	0.0	0.0
0c0e5cfadb332c2e9333c855b3600761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	13.0	12.0	0.0	13.0	0.0	13.0	0.0	0.0	0.0	0.0
d2456afd193775f0869e9d4f49e57e9d	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	13.0	14.0	0.0	0.0	0.0	0.0	10.0	8.0
311b77c2227cd9e0472b5c2e43897db0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	11.0	13.0	0.0	12.0	0.0
573f2793994485d092d66920210ac887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	10.0	6.0	0.0	0.0	21.0	0.0	14.0	0.0	0.0	0.0
7a767325adb6225e0256519641e8d521	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	9.0	12.0	10.0	0.0	9.0
6a6fc59dc416b10ab53b1aea066984b2	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7142b68fbdfa40e94653a5ee5402b773	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	14.0	0.0
e927a30fbcf28c5cfddc260206ff3e95	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1d47d1827badb84bb8b02a428ecef17f	0.0	0.0	0.0	12.0	0.0	0.0	0.0	19.0	11.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	12.0	0.0
41487b85f84e85bd1c6348c4b5434001	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	9.0	8.0	0.0	0.0	7.0	12.0	11.0
f979bedc94f25d2480594b46a5fae46e	0.0	0.0	0.0	0.0	12.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	11.0	18.0
df9d4a67248df183e7a6dc37085b7138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	34.0	0.0	0.0	15.0	0.0	0.0	0.0
5fe2f3740399717b60b27c1e4e22929a	0.0	6.0	0.0	5.0	0.0	0.0	11.0	0.0	9.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	19.0	0.0
2243d2d06960f31e6b14cd0dcbf11c9a	0.0	0.0	21.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
6e0b41411bf6499a4d0f9b6cc10d341f	0.0	0.0	0.0	13.0	0.0	10.0	12.0	0.0	0.0	0.0	0.0	10.0	4.0	0.0	11.0	0.0	4.0	0.0
6dd31ed6f125660784829bd6d4123ce1	0.0	0.0	0.0	4.0	0.0	5.0	0.0	13.0	0.0	9.0	5.0	0.0	0.0	11.0	0.0	0.0	11.0	6.0
764f3e206d0f3955f3cf0e57ca5fd9ec	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51177d89da35e7c715b534ed0af3345a	0.0	10.0	0.0	8.0	0.0	7.0	0.0	7.0	10.0	0.0	0.0	0.0	11.0	10.0	0.0	0.0	0.0	0.0
fe3491ad62328a82325937e58a565dcc	0.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0	0.0	5.0	6.0	0.0	0.0	9.0	15.0	0.0	13.0	0.0
201c2e3ae6f5da9ab4abeef04a6023c8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	10.0	0.0	19.0	0.0	0.0	19.0
85e1b7ef32d8d27c3bf9202a4b90beea	0.0	19.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
8d7facf3dadfdccb2d2a04956850038b	0.0	0.0	17.0	14.0	0.0	0.0	0.0	4.0	9.0	8.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0
41054f0644135099e2337437dd349b2f	0.0	0.0	0.0	29.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0
6ad2465e7d5531b711c74d037efac864	12.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	13.0	0.0	0.0	12.0	0.0	11.0	0.0	0.0	0.0	0.0
f17bbcc36a1762bd6e4bdb16660a8017	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8240740954b893ec6f6302ae5be91ff9	0.0	19.0	20.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
73e73a1152a3d5d9b04292d5faf9c949	0.0	16.0	0.0	9.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	5.0	9.0	0.0	12.0	0.0	0.0	0.0
ee82221855ab1f627f52a5718e01c3f4	0.0	11.0	0.0	0.0	0.0	5.0	14.0	0.0	7.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	13.0
b59bc72b90abef1d035171e9b2b72452	0.0	9.0	0.0	0.0	0.0	0.0	0.0	15.0	14.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	8.0	0.0
d3af5a9d35cc02f1ff0f3a73c814057e	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51d0684957f62882cc712fb99ee89adf	11.0	8.0	0.0	4.0	0.0	6.0	7.0	3.0	6.0	0.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0
021c5b891400b6d9b57112db2890f06c	7.0	0.0	13.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0
f0fadd05a92864c9ae20541b755b436b	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	17.0	10.0	9.0	0.0	0.0	0.0	0.0
a12b4afc56f5407c79fcd55deefadc56	0.0	0.0	1.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	21.0
d300a22beba5ed132ed6b7656d53c1dd	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	14.0	17.0	0.0	0.0	0.0
d716e92e7d4a39df9d714d63d5cd9082	0.0	0.0	0.0	0.0	0.0	0.0	10.0	30.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
e04483853d99fcc7576a72ec1fe7f2bf	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aea05f4f8b3f56897093ab9a4ffcc2ab	7.0	8.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	8.0	0.0	9.0	0.0	15.0	0.0	0.0	6.0
cb98eb238c2c075a1defa4c4c5df056d	0.0	38.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413d88e4d2616b5a5762878e7b80640b	0.0	15.0	0.0	0.0	11.0	0.0	0.0	19.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8e1a62a128d90541c7b27d97aaf865f8	0.0	0.0	10.0	14.0	1.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	9.0	0.0
d6909fd98832927f6141046f9ef3776c	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	8.0	11.0	19.0	0.0
d87b57f05ccd11244379510c2fb77604	0.0	0.0	0.0	0.0	28.0	0.0	16.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
a93cb7ad80aebedcb5ba017bc6adf88e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
ac4a57ea555b2f294e512ace345d9e80	0.0	17.0	0.0	0.0	0.0	0.0	0.0	16.0	16.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
26a0f8597d9ec48dcb930066f098462f	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0
0788fef783a6831bc330901e868867fb	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	8.0	8.0	0.0	16.0
6a6354cac6b9008ff80c40c4ab38661d	0.0	0.0	0.0	0.0	0.0	0.0	16.0	14.0	0.0	0.0	0.0	0.0	12.0	0.0	16.0	0.0	0.0	0.0
e3d37d02060b6466018e654fff3eadc1	14.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	9.0
42aa931d8d72c38cc10d2cda6a49d4e6	0.0	17.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44b3fa37f82f98a0ab7f94547582964f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1ea03a26e17c6127b3e06c7d1103b10d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d2734a5206ce4193c995c544273c3790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	24.0	0.0
519fa4af6a04d067b5475f5f0dd22df5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
