Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Incertae_Sedis;Incertae_Sedis;Unassigned	15	26	27	40	20	5	30	79	33	30	43	62	45	22	32	29	28	29
Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Unassigned	21	15	17	0	14	26	12	39	54	43	25	0	19	21	26	18	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Incertae_Sedis;Unassigned	41	44	19	17	0	63	61	43	37	31	48	62	33	17	51	28	0	25
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;SWB02;Unassigned	26	16	25	19	9	19	33	21	16	23	34	18	12	18	25	16	8	21
Bacteria;Pseudomonadota;Gammaproteobacteria;CCD24;Incertae_Sedis;Incertae_Sedis;Unassigned	35	25	0	11	0	12	46	22	21	21	16	55	17	9	22	10	11	43
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Incertae_Sedis;Unassigned	28	35	25	12	22	39	21	10	17	31	20	17	4	7	0	13	23	9
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Incertae_Sedis;Unassigned	35	19	9	12	3	0	81	55	65	64	62	45	34	43	69	51	34	56
Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Unassigned	0	15	23	360	14	44	211	148	0	154	8	31	10	0	4	0	0	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Unassigned;Unassigned	16	28	20	26	41	42	17	26	30	22	22	19	45	33	62	40	46	43
Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Unassigned;Unassigned	38	27	15	0	22	35	0	17	30	14	33	55	24	14	49	22	29	0
Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Unassigned	29	33	43	34	14	6	27	35	17	0	36	13	14	27	16	40	9	42
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Unassigned;Unassigned	110	70	100	11	42	117	48	52	36	63	30	66	41	26	94	36	38	40
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Unassigned	53	55	43	32	6	12	42	42	43	38	19	37	23	0	60	19	21	22
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;Unassigned	11	7	8	3	0	2	18	12	29	12	10	16	14	29	22	29	20	22
Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Promicromonosporaceae;Promicromonospora;Unassigned	36	67	24	46	21	77	36	31	26	32	73	42	18	27	37	35	9	40
Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Mitochondria;Incertae_Sedis;Unassigned	32	14	0	8	3	0	47	56	25	42	22	26	17	46	35	29	28	58
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;Unassigned	102	55	123	16	0	22	112	53	69	44	62	125	48	71	123	37	54	82
Bacteria;Pseudomonadota;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;Unassigned	24	27	22	22	0	22	22	16	20	0	17	28	16	0	20	22	11	11
Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Unassigned	42	36	0	0	0	54	68	38	38	43	52	63	12	15	16	8	31	14
Bacteria;Actinomycetota;Actinobacteria;Kineosporiales;Kineosporiaceae;Incertae_Sedis;Unassigned	24	34	0	13	14	0	0	17	20	34	16	42	27	21	15	14	33	21
Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Incertae_Sedis;Unassigned	20	18	6	9	9	11	36	22	13	17	25	21	13	21	0	26	13	10
Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Unassigned;Unassigned	14	13	16	0	6	13	0	27	17	21	25	23	13	0	10	33	18	15
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Inhella;Unassigned	0	0	42	12	72	12	0	0	0	0	0	0	31	48	0	0	9	30
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Unassigned	32	15	11	30	7	33	6	41	19	24	56	29	15	18	12	21	29	26
Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;Unassigned	13	84	22	18	37	44	69	48	40	35	54	79	81	68	39	53	24	51
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Pedomicrobium;Unassigned	48	57	45	39	17	11	85	43	47	18	49	49	30	32	43	22	0	41
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;Unassigned	72	34	13	7	45	10	36	26	52	207	59	7	55	56	86	82	18	43
Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;Incertae_Sedis;Unassigned	202	314	59	210	173	125	183	259	187	170	131	178	269	118	254	187	105	142
Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Oscillochloris;Unassigned	20	21	5	16	7	13	12	5	11	14	12	8	23	9	17	17	11	16
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Unassigned	37	27	31	39	30	29	20	18	45	26	38	9	15	11	10	24	8	11
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Turneriella;Unassigned	13	0	15	12	23	10	18	18	11	19	14	10	16	23	25	21	7	26
Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;Incertae_Sedis;Unassigned	0	24	39	58	20	30	21	47	22	11	17	35	17	23	22	15	51	10
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Cellvibrio;Unassigned	19	0	9	8	12	0	10	40	101	59	0	0	30	3	19	10	11	7
Bacteria;Bdellovibrionota;Bacteriovoracia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;Unassigned	20	16	24	25	76	20	28	15	13	19	8	14	33	65	17	0	32	9
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia;Unassigned	14	17	27	0	4	6	0	22	0	12	7	14	22	0	15	16	4	15
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Unassigned	18	11	7	0	5	8	28	15	18	30	11	57	0	0	0	5	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Unassigned;Unassigned	13	11	10	5	6	6	29	14	5	23	18	27	8	14	12	4	28	14
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS_17;Incertae_Sedis;Unassigned	22	14	9	17	15	9	14	6	11	29	22	16	17	38	11	16	16	24
Bacteria;Pseudomonadota;Gammaproteobacteria;PLTA13;Incertae_Sedis;Incertae_Sedis;Unassigned	20	21	16	19	4	29	35	27	25	8	34	17	10	13	24	14	18	20
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Unassigned;Unassigned	42	26	32	24	19	44	41	32	0	0	19	22	16	16	21	23	19	18
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga;Unassigned	11	6	2	5	0	4	9	0	27	22	14	6	10	10	10	14	9	9
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;Unassigned	15	20	0	3	24	34	0	34	4	3	21	8	0	22	28	8	0	0
