Feature	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PWY0-1297	7255.23410636683	0.118005078859064	0.0801469841628694	6.25720191475	0.0437790031194036	0.101287516092821
PWY-7228	20969.5536287318	0.0107707153900396	0.00772422967109529	6.18701544953029	0.0453426256763237	0.104288039055545
PWY-5910	1614.3938074551	0.468245612456798	0.261446336377693	6.14730900042019	0.046251818345873	0.105757081714832
PWY-7200	13401.4766943363	-0.0188713775446867	0.0195662318912654	6.01338077336314	0.0494550854142377	0.112037421997394
PWY-922	1156.20299925147	0.474517410522977	0.270031513126452	6.00867660801043	0.0495715447712255	0.112037421997394
PWY-7392	14125.7308890821	0.109972143966044	0.0466146767503381	5.9149191270098	0.0519507271976572	0.116739852495885
PWY-6969	25079.1213875455	0.00801841194555515	0.0121693225583779	5.85880490775583	0.0534289548731805	0.119375550602363
PWY-7456	977.787830989486	-0.913061022679513	0.414518960251987	5.82867950849948	0.0542398308311418	0.120498715085094
ARGSYN-PWY	15071.22871131	0.0510725366781262	0.0342800209050208	5.79264604601622	0.0552259115882555	0.121996222774056
PWY-7400	15074.4700334737	0.0500461953911707	0.033690103599133	5.76668370106296	0.0559474819537723	0.122895873280477
PWY-7196	12884.2067272822	0.03010401802908	0.0283868018394764	5.71163831488815	0.0575086931468198	0.125619547600036
FUCCAT-PWY	140.669307959915	-1.28734151782559	0.546211981418112	5.68215737918342	0.0583626767857296	0.126776703462335
ARGORNPROST-PWY	4151.21489913442	0.252136581984894	0.126499464095225	5.61938408549418	0.060223535811586	0.130096146421713
PWY-7220	20931.5558312581	0.0108697016504065	0.00750015637650983	5.58485442503849	0.0612723123566046	0.130915159188155
PWY-7222	20931.5558312581	0.0108697016504065	0.00750015637650983	5.58485442503849	0.0612723123566046	0.130915159188155
GLYCOGENSYNTH-PWY	13551.0723745264	0.0540509443833505	0.0319973767757999	5.54348412790154	0.0625529385503322	0.132924994419456
PWY-6562	461.09313671424	-0.612545530046669	0.272495155289527	5.51306841762215	0.063511504973412	0.134232424024887
AST-PWY	1179.09637664518	-0.495400407828999	0.247101195771951	5.46827957718324	0.0649498536856052	0.136534369844471
THISYN-PWY	5268.115279286	0.203356371816981	0.218290873790075	5.44896068011951	0.065580273305605	0.137122389638992
METHYLGALLATE-DEGRADATION-PWY	4025.25525492843	-0.104117526556496	0.106950500790536	5.41132920798924	0.0668258963272325	0.138983646084829
CRNFORCAT-PWY	48.9808175879986	0.3709171190438	0.928751039728005	5.39439205496603	0.0673942195912359	0.139363050927988
PWY-5507	330.190976059453	-0.189020753450417	0.471847705977326	5.38471272304008	0.0677211756427565	0.139363050927988
POLYAMSYN-PWY	8549.2609102512	-0.107573312463812	0.0563484624631117	5.36887715192915	0.0682595057679213	0.139735428037996
PWY-3781	63774.8366338284	0.0471560362176043	0.0217389959370814	5.30903723894681	0.070332687303588	0.143229587165119
PWY-5005	7.4229503144609	-0.0906650631258399	3.72494504855217	5.26984612952759	0.0717244873367016	0.145307122013732
NONMEVIPP-PWY	16038.8954099248	-0.000107173670810387	0.0176474721485378	5.23486560982673	0.072990002087896	0.145795554083623
P42-PWY	11057.5799202852	-0.0413912368218546	0.0583491183483527	5.23228570776195	0.073084216369284	0.145795554083623
PWY-7560	16038.8954099248	-0.000107173670810387	0.0176474721485378	5.23486560982673	0.072990002087896	0.145795554083623
PWY-6737	12490.3373781997	0.0728617128870508	0.0321615113206415	5.2049237865142	0.0740909494913995	0.147053610411864
PWY-5347	12702.9165735082	0.08402469857686	0.0535696323644824	5.18104798232423	0.0749807405445459	0.148068028045038
PWY-7255	5939.09363325445	0.269691978024054	0.123652385136376	5.10121246040103	0.0780343448823117	0.15332376306022
PWY-7013	15.887267458313	-23.2554103701882	3.63160602987352	5.05584804804801	0.0798245622694204	0.156057019236717
GLCMANNANAUT-PWY	427.832879465909	-0.453641566748822	0.211871409194123	5.01219660086642	0.0815859428837744	0.15792130528493
PWY-6892	1469.1437727945	0.18990076461039	0.301907347922359	5.01597402225082	0.0814319960673793	0.15792130528493
PWY-6608	16322.3812497347	-0.0505114021727834	0.0272293271717272	4.97258574387791	0.0832178948509299	0.160286684171003
P261-PWY	130.095887531409	0.222711297329668	0.631949634216319	4.94210746894328	0.0844957759630332	0.16195023726248
PWY-3801	446.760743481776	2.42281660638031	1.71185060164958	4.92799931733947	0.0850939227777904	0.162301091737151
P23-PWY	6361.06466269501	0.0528750552388596	0.179775240181319	4.86094174141959	0.0879953883747237	0.167020373080179
TRNA-CHARGING-PWY	16895.7188723897	-0.0270242909359415	0.0150465310725452	4.75157845527403	0.092941108565961	0.17555542729126
PWY-6125	20262.0715633922	0.00984584694989891	0.00766309017667	4.72996264563295	0.0939510550931907	0.176609916064604
PWY-6728	2928.64400470315	-0.0389019818758308	0.156093419445029	4.66035554822741	0.097278451961685	0.181989831181908
PWY-7323	14270.3647169891	0.0322728428275579	0.0235999581975086	4.57348313298536	0.10159697006344	0.189163882356215
PWY-5178	479.295562729159	-0.158398143394646	0.234476201360855	4.54656024805635	0.102973858490538	0.190724975283935
PWY-5189	18458.9299986516	0.0190942629969606	0.00897280250165713	4.53808818781854	0.103410984041417	0.190724975283935
PWY-2221	203.023580198285	-0.0761488000196327	0.723182867509164	4.52357376074434	0.104164189415042	0.191212197470806
PWY-5741	1752.63487564458	-0.280649659809471	0.136074987932835	4.49629852953018	0.105594471239716	0.19293195446135
PRPP-PWY	7085.07947266747	-0.190944139929871	0.09914238033805	4.43417925997005	0.10892566193854	0.197175619527635
PWY1G-0	4981.89477031721	0.320521915584798	0.15260208196685	4.4367830682188	0.108783943441977	0.197175619527635
P441-PWY	1259.40282433775	-0.33129362180613	0.183113960002718	4.41089074561916	0.110201433651128	0.198565716855259
CALVIN-PWY	20081.363372289	-0.00563436137871461	0.00817621302861287	4.39619652636608	0.111014077300614	0.199112404699726
PWY-5121	17375.715386537	0.0374135143241125	0.0225498756223982	4.37650097879174	0.112112719532426	0.200164718434606
PWY-6383	6544.81429098568	0.286949820808333	0.137553497102789	4.35478687755153	0.113336564656015	0.201429985365918
PWY-181	8909.68631530764	-0.0424489838717905	0.0544004312444453	4.3437558962836	0.113963398475837	0.201627551149557
PWY-6478	964.076560151478	0.287976550353425	0.175204382157076	4.33116717963691	0.114682987240578	0.201986702752549
PWY-7539	17626.3303999671	0.0214756764546727	0.0114854340303576	4.27454848813562	0.11797597887825	0.206854743234958
PYRIDNUCSYN-PWY	15678.8501613621	0.00720287828646366	0.0144527326066989	4.24794811968653	0.11955556222118	0.208688503698578
GLUTORN-PWY	18974.7242800634	-0.00243890325563524	0.00911933739433553	4.1843059345529	0.123421127917426	0.213657192189305
PWY-7316	103.867585213518	1.31813070951585	0.789035229172012	4.18311002950711	0.123494949961082	0.213657192189305
