Feature	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Description
EC:1.7.99.1	977.031724019025	0.813572885760965	0.217832081105966	26.3967878220347	1.85357581588805e-06	2.71772564453654e-05	Hydroxylamine reductase
EC:4.1.1.17	9769.72168130876	-0.209151789625172	0.0497213690731488	26.2951946714235	1.95016351372505e-06	2.83975865080785e-05	Ornithine decarboxylase
EC:2.4.1.187	3995.81958505403	-0.333689541524144	0.065299005610852	26.1001497761887	2.14993083073294e-06	3.08834658522854e-05	mannosaminyltransferase
EC:2.7.1.69	26061.76342653	-0.164903182024779	0.0357178459262013	26.1052503439385	2.14445488238254e-06	3.08834658522854e-05	Protein-N(pi)-phosphohistidine--sugar phosphotransferase
EC:3.4.11.6	230.749903968716	-1.23112073184316	0.40516593326673	26.0337989935578	2.22245193402212e-06	3.17109584679935e-05	Aminopeptidase B
EC:1.3.8.7	47740.1257549626	-0.0297119568897901	0.0314122268152499	25.7515752834692	2.55927218728865e-06	3.60331964912296e-05	Medium-chain acyl-CoA dehydrogenase
EC:6.5.1.1	37078.4749164883	-0.0598134704582637	0.0279834456666228	25.7615458926329	2.54654518627441e-06	3.60331964912296e-05	DNA ligase (ATP)
EC:2.4.2.21	16187.7553370337	-0.0858645157572485	0.0430352221878303	25.6538417205578	2.68744169325498e-06	3.75888226306585e-05	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
EC:4.3.1.1	2786.30684551191	0.360179526491361	0.126348998128429	25.6288058474975	2.72129435850234e-06	3.78135412168365e-05	Aspartate ammonia-lyase
EC:2.4.2.2	631.53682587717	-0.212116979156761	0.222465934997986	25.5566305650876	2.82129295744376e-06	3.89484988800352e-05	Pyrimidine-nucleoside phosphorylase
EC:2.3.1.60	828.11075987943	-0.732988589809037	0.214456930562379	25.5109989586652	2.8864029664862e-06	3.95902755274172e-05	Gentamicin 3'-N-acetyltransferase
EC:2.3.1.31	15559.9224949781	-0.0728827838841151	0.0285292857996472	25.4907035228144	2.91584248896365e-06	3.97376995611328e-05	Homoserine O-acetyltransferase
EC:1.17.99.1	841.917655626212	-0.72653509974442	0.212825479511949	25.387346643187	3.07049024068753e-06	4.15787404566987e-05	4-methylphenol dehydrogenase (hydroxylating)
EC:2.7.1.83	2318.82344057559	-0.49230207011554	0.157103806323469	25.326724418608	3.16498510258301e-06	4.25870780258954e-05	Pseudouridine kinase
EC:2.7.1.74	241.344574971226	-1.55525576884252	0.554603343231636	25.2847654941118	3.23208619939597e-06	4.2946345374474e-05	Deoxycytidine kinase
EC:2.7.1.76	241.344574971226	-1.55525576884252	0.554603343231636	25.2847654941118	3.23208619939597e-06	4.2946345374474e-05	Deoxyadenosine kinase
EC:3.5.4.2	2454.73498905305	-0.567900731568658	0.137214366919409	25.028116983779	3.67462859905008e-06	4.85233565315558e-05	Adenine deaminase
EC:2.1.1.222	13935.0865443078	-0.251232321409418	0.0743835662981975	24.8131485722567	4.09160073745046e-06	5.33665225019612e-05	2-polyprenyl-6-hydroxyphenol methylase
EC:2.1.1.64	13935.0865443078	-0.251232321409418	0.0743835662981975	24.8131485722567	4.09160073745046e-06	5.33665225019612e-05	3-demethylubiquinol 3-O-methyltransferase
EC:3.7.1.2	17493.0639784918	-0.13870601974946	0.0610347633317055	24.6947217666852	4.34119508156194e-06	5.62767118500042e-05	Fumarylacetoacetase
