Feature	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
P221-PWY	5167.53159753317	-0.52945874924265	0.0809796251240991	42.5431721046847	5.77919776228039e-10	1.08107267793937e-08	Not Significant
P23-PWY	6361.06466269501	0.362832768344	0.179776646590933	4.86094174141965	0.0879953883747212	0.167020373080175	Not Significant
P241-PWY	231.72870561957	0.327064653458442	0.346431066503667	2.55035349921448	0.279381583272037	0.395790576302053	Not Significant
P261-PWY	130.095887531409	1.27621834728532	0.630949940514676	4.94210746894328	0.0844957759630332	0.16195023726248	Not Significant
P281-PWY	3926.85070617701	-0.167079664811709	0.135555277233191	1.54635752406648	0.461543596736372	0.582140472012649	Not Significant
P381-PWY	1645.02731807451	0.9756032624988	0.371470516907115	7.72046935942501	0.0210630558710804	0.0571920475388364	Not Significant
P4-PWY	15627.7520485026	0.0392505288587635	0.0319808467213137	1.96305627192265	0.374738010454577	0.499636317243233	Not Significant
P42-PWY	11057.5799202852	0.0889757220592253	0.0583855651448411	5.23228570776104	0.0730842163693173	0.145795554083689	Not Significant
P441-PWY	1259.40282433775	0.0124440087215661	0.183102742968742	4.41089074561904	0.110201433651134	0.19856571685527	Not Significant
P461-PWY	832.500154176345	0.765768065819271	0.323103839259962	23.0833083948273	9.71680013981956e-06	6.90776155394445e-05	Not Significant
P562-PWY	4458.31891336933	-0.0755776231473505	0.0900845018264606	1.18918536233485	0.551787273448958	0.670027403473735	Not Significant
P621-PWY	41.2565895163538	0.00837358664212185	0.975016341975223	0.119255796206147	0.942115031160016	0.953952642495508	Not Significant
PANTO-PWY	18675.1212766717	-0.0300355764341511	0.00877015095431063	12.3304123646949	0.00210128507203371	0.00782478536347792	Not Significant
PANTOSYN-PWY	17697.9940669497	-0.009077647189677	0.00810322208211814	2.7627362153828	0.251234601841126	0.366540034775673	Not Significant
PENTOSE-P-PWY	18744.6952315311	0.103517710912079	0.0341604252583669	9.98339932635895	0.0067941069796029	0.0214233534598769	Not Significant
PEPTIDOGLYCANSYN-PWY	17801.0543166193	0.0039903753449074	0.00859977346683611	1.87719706391474	0.391175671584153	0.516335259711041	Not Significant
PHOSLIPSYN-PWY	22259.5548247179	-0.0530792946757616	0.014572847019306	13.5826153267427	0.00112349865513486	0.00452874200162609	Not Significant
POLYAMINSYN3-PWY	4876.8027773683	0.49259258021326	0.0856605918227879	32.963730428152	6.95051341754552e-08	7.99309043017735e-07	Not Significant
POLYAMSYN-PWY	8549.2609102512	-0.117205563589141	0.0564354041274816	5.36887715193222	0.0682595057678165	0.139735428037781	Not Significant
POLYISOPRENSYN-PWY	18173.94345311	-0.0664872744958983	0.0156086348236957	18.1648789691117	0.000113644036157919	0.000653453207908033	Not Significant
PPGPPMET-PWY	9713.60934714106	-0.361538727574296	0.0777185257300618	23.1096887875778	9.58947520429526e-06	6.90776155394445e-05	Not Significant
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	12715.622205115	-0.131363937362834	0.039318463271664	11.2223684275355	0.00365673643505268	0.0122203756077401	Not Significant
PRPP-PWY	7085.07947266747	-0.165833761724633	0.0991967161554376	4.43417925996994	0.108925661938546	0.197175619527646	Not Significant
PWY-1269	10583.5243673126	-0.162338962476031	0.0650473696807539	7.39974478975864	0.0247266815202142	0.0644542164960251	Not Significant
PWY-1361	767.397295327545	0.183703929389843	0.223819011979205	0.927022736923021	0.62907086324433	0.740863576893171	Not Significant
PWY-1422	78.635454377398	3.6444640199799	1.35416378034619	6.30640616123921	0.0427150876409735	0.0994142813548847	Not Significant
PWY-1501	340.831422177301	0.12313405940578	0.255528651029084	1.49691556147758	0.473095607573705	0.590991637576098	Not Significant
PWY-1622	1027.52837904344	-0.589225099206113	0.18238489466243	14.7260127625453	0.0006342886766103	0.00281825991539349	Not Significant
PWY-181	8909.68631530764	-0.112658807658728	0.0545018025696935	4.34375589628206	0.113963398475924	0.201627551149712	Not Significant
PWY-1861	1460.11189658103	0.740358972140024	0.275165605884613	22.5064079221864	1.29656894695522e-05	8.89400803964019e-05	Not Significant
PWY-1882	288.716888439127	-0.380882099806254	0.27734828891447	2.42835421421231	0.296954275342898	0.411734473968345	Not Significant
PWY-2221	203.023580198285	1.24635689779964	0.722367218439939	4.52357376074434	0.104164189415042	0.191212197470806	Not Significant
PWY-2941	847.042211619322	1.42720389718506	0.366432809194476	46.2438820335118	9.08382179124839e-11	2.08927901198713e-09	Up
PWY-2942	21776.3721210342	-0.00817589831659766	0.0102110724583413	0.750152456384996	0.687236889968305	0.785700654905284	Not Significant
PWY-3001	21037.6495539695	-0.00147985572460519	0.00840052504869154	0.49740570457115	0.779811658212607	0.849690938195978	Not Significant
PWY-3081	12.1705309166075	-0.468744146727347	2.78313655730072	1.10570404250619	0.575306681492339	0.696423877595989	Not Significant
PWY-3661	2436.69898473419	-0.492178884891803	0.168832309103804	10.4701409772201	0.00532644901659986	0.0172119137643847	Not Significant
PWY-3781	63774.8366338284	0.00912609126577069	0.0217707361282048	5.3090372389683	0.0703326873028324	0.143229587163581	Not Significant
PWY-3801	446.760743481776	4.19197811617095	1.71165063345282	4.92799931733947	0.0850939227777904	0.162301091737151	Not Significant
PWY-3941	50.9876762863817	-0.11500406254262	0.992015396483247	0.211125612019629	0.899817957096593	0.92101785660934	Not Significant
PWY-4361	523.183442009063	1.00379946258672	0.360255797925998	34.5876383510112	3.08595622387541e-08	3.89228672108157e-07	Up
PWY-4984	11050.523603087	-0.0735487412947291	0.0262292160683878	11.2985594311259	0.00352005130018222	0.0119681744206196	Not Significant
PWY-5005	7.4229503144609	6.96672785107613	3.6330700678336	5.26984612952759	0.0717244873367016	0.145307122013732	Not Significant
PWY-5022	10630.0147836476	-0.0180925839216222	0.0472160211951855	1.58178540916157	0.453439826740173	0.573770136748892	Not Significant
PWY-5028	9359.06261193471	-0.298996771904373	0.0873967800965212	11.7003369410464	0.00287941402083716	0.010142800740066	Not Significant
PWY-5097	20682.9159011931	-0.00486692824725183	0.00863896890008472	0.398608248272268	0.819300686326451	0.870506979221854	Not Significant
PWY-5100	2649.57903558135	0.23320355378076	0.132983575743947	8.72528511226545	0.0127446646200096	0.0363734588790056	Not Significant
PWY-5101	32389.5693732122	-0.0206294189904749	0.00763121880804843	7.64433636870777	0.0218803088837697	0.0585972655722874	Not Significant
PWY-5103	23233.8087112533	-0.0278407863360312	0.0116860148522894	6.31835903246525	0.0424605649966621	0.0994136581658376	Not Significant
PWY-5104	14226.6922029271	-0.238348834918646	0.0466844216827294	26.4172166941578	1.8347389519803e-06	1.55952810918326e-05	Not Significant
PWY-5121	17375.715386537	-0.00617188079039677	0.0226637297905444	4.37650097877929	0.112112719533124	0.200164718435852	Not Significant
PWY-5154	12158.4093706564	0.101996575520743	0.0416119415664429	18.7187148225416	8.61554434494055e-05	0.000510405733162387	Not Significant
PWY-5177	0.732400490706149	0	3.72494504855461	2.100871883003	0.349785229970504	NA	Not Significant
PWY-5178	479.295562729159	0.327789632062429	0.234300514743386	4.54656024805641	0.102973858490535	0.190724975284168	Not Significant
PWY-5180	4078.40984130891	0.0811645900144941	0.107557153019739	0.56941955848788	0.752232536138264	0.835843693623159	Not Significant
PWY-5181	2290.58919299394	0.215483556842872	0.116008295350894	10.3565774024974	0.00563764586038672	0.0180681928804197	Not Significant
