function	description	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	11841.25	12728.16	14589.43	14077.25	15562.43	14811.8	8143.04	10897.9	11150.740000000002	9431.84	11444.9	10231.44	12828.83	14577.34	12798.34	13229.29	15253.16	12551.81
K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	14663.45	16094.16	17419.45	17403.0	17228.13	17411.92	11979.32	14245.78	15909.34	12506.71	14085.12	14873.56	17363.739999999998	18493.09	16845.0	17369.12	17956.68	16275.820000000003
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	748.5	663.0	568.05	917.63	290.38	538.4	740.1999999999998	1004.6	1501.9	938.5	684.25	876.3	715.75	719.0	742.25	1218.6	850.25	591.25
K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]	166.0	413.33	339.6	1060.0	193.0	229.07	1303.38	1012.13	698.0	662.6899999999998	848.57	1285.99	997.33	886.2	786.0	604.53	1114.67	387.0
K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	1239.1699999999996	527.0000000000001	861.3299999999998	1033.33	1668.67	902.67	622.67	959.0	931.34	869.5	1027.0	637.1700000000002	1329.0	1685.67	1037.3300000000004	976.65	1528.99	1282.6699999999996
K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	1801.75	2916.41	2349.0	2465.33	1946.16	2497.46	1791.9299999999996	2567.16	2607.75	1931.89	2595.26	2283.390000000001	2310.74	2385.5	2480.0	2932.16	3325.26	2236.0
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	337.75	517.75	316.6	743.0	180.0	316.77	774.5	619.3	495.75	486.72	278.95	858.25	232.25	144.2	272.5	282.65	208.75	298.0
K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	6191.0	7772.25	7602.0	8975.66	7405.5	7356.5	4313.58	6778.25	8512.0	6160.66	6261.75	6680.75	7808.25	8854.25	6683.0	9481.5	9203.35	6706.5
K00011	AKR1B; aldehyde reductase [EC:1.1.1.21]	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	17172.03	19566.910000000003	20518.32	20598.83	20017.16	20231.82	14508.49	17822.48	19803.35	15495.51	16818.87	18158.840000000004	20933.490000000005	21909.42	20476.17	21003.62	21731.11	19487.65
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	15258.45	16406.16	18616.7	18074.9	18258.28	17923.42	12652.52	15747.48	17232.04	13423.04	14804.570000000003	15718.96	18594.99	19928.79	18053.75	18385.57	18936.93	17804.570000000003
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	21040.62	21214.41	24428.03	24050.59	24633.28	22956.59	16220.38	20955.73	23239.550000000007	18740.37	19819.72	20754.38	24171.740000000005	26541.709999999995	23401.41	24597.489999999994	25550.76	23174.750000000004
K00015	gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]	3238.83	3174.5	4163.67	4104.0	4470.33	3971.0	3266.33	3423.5	2780.66	2565.0	3228.5	3618.83	2923.16	3067.17	3297.0	3279.67	3373.66	3327.66
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	1297.0	1608.0	1356.4	2248.3	1614.4	1523.14	1839.84	1897.2	1327.23	1453.28	1294.5	2014.4	1391.0	1402.5	1587.67	1668.13	1401.5	1546.77
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	1663.25	1292.0	1374.08	1973.85	1684.25	2397.67	1104.5	990.5	1469.37	1056.83	1186.4499999999996	1695.5	1666.08	2199.0	1583.25	1430.8	1718.42	1644.52
K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	12713.67	13352.75	14897.46	15336.21	15157.3	15142.91	8850.27	10533.1	12263.48	9534.16	11201.2	10974.22	13728.91	15484.17	13025.83	14197.55	14612.42	13249.8
K00020	mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	25849.12	24665.83	29232.81	29962.97	32392.08	29167.36	18448.47	22120.03	24679.61	20727.07	23551.52	23645.26000000001	27734.070000000003	32110.51	26322.91	28550.85	30570.84	26508.340000000004
K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	370.0	352.0	424.0	436.0	130.0	232.0	201.0	438.0	1062.0	521.0	352.0	345.0	491.0	576.0	443.0	931.0	377.0	349.0
K00023	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	10774.42	8127.5	11281.46	12460.74	14318.3	13158.99	5924.27	6598.3	8424.76	6867.75	8238.25	8086.47	9987.83	12504.17	8943.83	9973.25	10645.66	9629.23
K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	15196.2	16157.41	18550.95	17968.4	17997.78	17773.449999999993	12635.02	15428.98	17087.29	13024.29	14610.320000000003	15291.21	18490.99	19907.29	17893.75	18207.32	18750.18	17589.570000000003
K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	7201.700000000002	12965.66	9630.89	10300.47	5616.96	8205.880000000001	8114.29	10666.33	11401.97	7944.79	8884.369999999999	9537.06	13046.25	11753.7	11342.17	12620.4	12485.45	10469.8
K00029	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	17882.670000000002	13930.33	20366.09	20104.43	25008.17	21637.89	10701.24	13256.3	15368.5	13181.08	14250.15	13858.84	16647.33	20918.37	16534.0	16857.02	18333.33	17585.800000000007
K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	473.25	306.83	458.75	473.42	467.5	565.0799999999998	438.67	476.5	674.7799999999999	425.42	627.25	687.6700000000002	412.42	382.5	590.51	638.33	466.5	527.52
K00031	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	17738.120000000006	17876.660000000003	21147.86	21230.33	21780.2	21296.59	13542.19	16796.98	19476.58	14998.37	16322.52	17089.630000000005	20489.66	22693.62	19674.17	20065.53	21233.19	19529.100000000006
K00032	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	3.7	16.0	0.0	31.0	0.0	11.0	0.0	0.0	8.0	3.77
K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	13737.2	18089.99	17034.34	16467.300000000007	11316.66	14304.2	13334.64	16441.53	19296.74	13930.77	14902.37	16114.93	19476.83	19038.04	18375.67	20867.54	19088.77	17350.63
K00034	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]	1302.5	1045.08	1169.47	1206.63	929.8	987.23	1235.68	1497.1799999999996	2112.9	1637.0	1216.92	1503.04	1212.08	1159.25	1317.0	2072.9300000000007	1483.34	1253.5
K00035	gal; D-galactose 1-dehydrogenase [EC:1.1.1.48]	1724.0	1523.5	2340.83	2334.5	2688.0	2236.67	993.5	1505.5	1155.67	1334.83	1566.0	1644.5	1098.83	1615.5	1232.0	1596.5	1865.67	1538.17
K00036	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	18752.62	19451.24	22010.7	22217.83	19900.86	20964.64	14955.71	18036.73	21599.450000000004	16591.52	17565.77	18664.050000000007	22272.410000000003	23956.21	21277.5	22949.689999999995	22307.01	20941.860000000004
K00038	E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	2972.67	4761.0	4100.33	3472.0	2508.67	3179.67	2130.17	3457.5	5536.34	3514.67	3210.5	3098.67	4605.0	4221.17	4035.33	6110.9	5032.33	3293.67
K00039	rbtD; ribitol 2-dehydrogenase [EC:1.1.1.56]	1311.0	566.5	1095.5	1223.5	1563.0	957.0	533.5	1029.5	791.0	714.33	1009.0	624.5	1181.5	1474.5	887.5	914.5	1557.0	1314.0
K00040	uxuB; fructuronate reductase [EC:1.1.1.57]	1787.95	2239.75	2534.07	2655.0	2740.73	2546.05	1141.9	2108.3	1942.05	1580.45	1972.95	1800.25	1697.75	1859.7	1823.0	2009.85	2358.35	2093.9
K00041	uxaB; tagaturonate reductase [EC:1.1.1.58]	1097.6699999999996	871.0000000000001	1694.9299999999996	1788.33	1526.67	1112.97	878.84	857.8	1465.34	1395.14	983.2	961.17	1127.0	1637.87	1178.33	1335.0499999999995	1282.9899999999998	1021.67
K00042	garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	13501.5	11439.25	14323.91	15421.92	18792.38	16022.51	7106.1500000000015	8929.150000000001	11357.01	9269.16	10408.1	9995.55	13441.82	16016.49	11982.41	13287.69	14652.08	12301.23
K00043	gbd; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	438.0	436.0	681.0	606.0	806.0	685.0	341.0	288.0	537.7	432.0	400.0	407.0	591.0	715.0	637.0	446.0	481.0	600.77
K00045	E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]	1516.5	1562.0	1949.5	1972.5	2276.33	2139.5	921.0	1569.0	1144.5	1268.5	1491.0	1940.5	1021.5	1413.0	1210.0	1406.5	1840.5	1371.0
K00046	idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]	12200.29	9577.0	12309.79	12906.0	15696.74	12897.26	7201.09	8863.75	11660.429999999997	9206.57	9553.2	9258.84	11921.83	14538.59	10970.33	12546.13	12578.84	11203.350000000002
K00048	fucO; lactaldehyde reductase [EC:1.1.1.77]	0.0	32.0	10.6	0.0	0.5	0.3	68.4	0.8	13.0	0.0	1.2	0.0	0.0	1.2	0.0	0.4	0.0	34.0
K00050	ttuD; hydroxypyruvate reductase [EC:1.1.1.81]	9583.25	7697.33	10510.08	11108.02	13420.75	11798.17	5684.17	6361.0	7427.94	6428.67	7441.950000000002	7171.67	8727.41	10659.34	8436.25	8649.789999999999	9512.57	8767.56
K00051	E1.1.1.82; malate dehydrogenase (NADP+) [EC:1.1.1.82]	2.0	0.0	10.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	10.0	0.0	0.0
K00052	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	15831.2	16873.660000000003	18634.2	18334.15	17728.28	18113.17	13107.52	15103.48	17002.29	13768.29	15025.820000000003	16505.46	18327.99	19594.79	18164.25	18634.57	19016.93	17417.320000000003
K00053	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	14549.7	15513.33	16889.0	17124.48	16762.08	16615.239999999998	12067.45	13921.28	15657.02	12228.62	13953.820000000003	14994.09	17286.32	18592.79	16812.58	17441.25	17834.93	16176.32
K00054	mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	1241.33	1385.33	2646.67	1561.17	2122.83	1894.83	1003.0	2527.5	2463.0	1840.67	1361.5	1192.5	2178.83	2073.17	1878.0	1418.0100000000002	1953.66	2252.16
K00055	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]	1088.5	947.75	1039.33	795.0	339.5	824.6700000000002	669.75	1201.25	3006.17	1505.66	971.25	1054.75	1449.58	1384.25	1256.0	2387.0	1214.84	1168.67
K00057	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	15975.2	17187.74	19315.7	18664.32	18592.78	18971.0	13296.94	16184.73	17823.96	14052.96	15218.570000000003	16051.88	19199.91	20620.04	18789.92	18970.49	19522.43	18417.82
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	33264.08	32917.990000000005	39960.82	38093.9	42561.19	38386.9	24592.620000000006	30646.73	33486.71	27237.76	30310.57	29971.310000000016	36667.16	41680.22	36134.250000000015	36769.03000000001	39018.08	36254.63000000001
K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	93988.68	110501.05	111939.97	113076.59	103629.46	108547.68	75589.57	96362.19000000002	103806.01	81150.43999999999	90630.88	93577.1	114745.12	118821.07	109014.43	116464.26	117120.47	106380.00999999998
K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	2360.5	2721.0	3093.6	3259.08	3175.5	2741.3	1696.65	2558.05	3099.0	2314.83	2665.45	2468.0	2759.0	2924.95	2790.0	3608.65	2972.59	2627.25
K00064	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	5302.12	6435.75	6661.05	7503.76	6944.32	7006.42	3207.17	4485.0	5917.8899999999985	4220.32	5055.200000000002	5022.92	5741.5	6767.67	5185.58	6462.6500000000015	6969.6	5044.32
K00065	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	5445.42	5460.25	8092.93	7842.33	7721.67	6995.1100000000015	3848.34	4549.3	4944.46	4458.219999999998	5113.95	4958.42	4990.08	5726.87	5243.83	5514.049999999998	5919.41	5771.1100000000015
K00066	algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	1423.0	1742.75	1857.58	1529.1	1587.75	1575.67	873.25	1338.25	2028.67	1536.33	1296.9	1433.25	1501.33	1755.25	1347.25	2051.6	2311.42	1320.92
K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	18637.730000000003	18544.24	21588.74	21872.83	22999.93	21368.42	13829.55	17078.510000000002	20258.22	15838.33	16456.74	17163.53	21368.23	23218.76	19721.83	20569.09	21932.86	19351.78
K00068	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	12.0	23.0	19.6	153.0	38.5	29.3	30.4	30.8	0.0	1.83	1.2	6.5	23.0	8.2	0.0	11.4	55.0	21.0
K00073	allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	419.0	386.0	495.6	379.0	266.5	315.3	239.4	471.8	1103.0	598.0	395.2	424.5	497.0	678.2	465.0	977.4	453.0	393.0
K00074	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	21900.000000000004	27632.660000000003	27339.99	25658.5	23958.79	25425.92	17680.769999999997	23627.9	27361.18	20632.14	21399.1	21455.640000000007	28596.08	29044.54	26890.500000000004	29798.93	28937.020000000004	26264.150000000005
K00075	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	15305.45	16497.16	18723.5	18161.9	18366.58	17931.82	12823.45	15717.28	17246.440000000002	13463.04	14835.570000000003	15679.26	18638.99	20170.79	18086.75	18372.17	18969.93	17816.570000000003
K00076	hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	328.0	789.0	607.1	641.5	432.0	417.3	227.4	337.3	226.0	311.0	285.2	305.0	475.0	408.7	501.0	564.9	1012.5	387.5
K00077	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	21344.01	21724.730000000003	23825.77	24569.23	25399.52	23814.2	15201.24	18430.08	22476.94	17992.77	18751.27	18828.200000000004	22674.51	25228.96	22386.09	24782.58	24427.07	21565.410000000003
K00079	CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]	34.0	0.0	0.0	31.0	0.0	0.0	47.0	0.0	35.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
K00082	ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	3133.0	5157.83	3600.17	3427.0	2029.33	3310.83	2513.33	4223.83	5384.5	3319.0	3564.67	3173.99	5244.33	5013.0	4460.5	5853.83	5137.51	4087.0
K00086	dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]	26.0	3.0	29.8	0.0	1.8	22.4	10.6	3.8	4.4	20.0	18.0	13.8	0.0	0.0	25.0	21.6	23.0	0.0
K00087	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	0.0	113.0	0.6	0.0	0.5	46.3	0.4	0.8	3.2	0.0	1.2	0.0	0.0	1.2	7.0	0.4	0.0	28.6
K00088	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	22179.2	28574.910000000003	27778.54	27138.23	23588.44	25189.89	18813.52	24539.98	27182.29	20042.43	22469.32	22797.21000000001	30419.740000000005	30906.29	28297.75	30019.82	29953.36	27604.57000000001
K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	4754.67	3327.0	4939.73	5038.33	6933.97	5384.370000000001	2253.67	2738.6	3694.74	3348.5	3589.2	3268.4700000000007	4288.0	5280.87	4012.33	4325.65	4859.99	4227.67
K00091	E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]	2103.5	2323.49	2837.25	2480.27	2498.25	3263.99	2659.17	2511.83	2656.87	2023.34	2908.12	2914.83	2793.92	2833.0	3160.26	2571.3	3266.92	2560.52
K00094	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	0.0	0.0	1.2	0.0	1.0	0.6	16.8	1.6	0.0	0.0	2.4	0.0	0.0	2.4	0.0	0.8	0.0	0.0
K00096	araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	850.5	1088.25	888.17	739.0	281.0	681.72	876.0200000000002	1128.25	2019.0	1113.25	758.25	928.25	1120.25	1046.75	1031.5	1575.0	1003.84	1026.0
K00097	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	13127.12	10923.41	15863.31	15609.43	19003.82	15905.3	10247.9	11885.63	12813.71	11006.23	12192.32	12486.58	13387.83	16343.37	13691.92	13726.879999999996	14989.43	14015.95
K00098	idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]	2718.25	2092.5	2870.5	2961.0	3178.0	2527.25	1447.75	2403.25	2884.25	2047.75	2416.0	2020.5	2613.5	3208.25	2323.5	2931.25	3179.92	2688.0
K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	13365.12	14453.33	15507.33	15934.23	15591.25	15319.99	11143.62	12828.28	14573.44	11233.87	12931.07	13801.76	16125.66	17518.12	15580.25	16262.659999999998	16556.27	14902.41
K00100	bdhAB; butanol dehydrogenase [EC:1.1.1.-]	21417.17	20383.25	24909.13	24921.21	26440.300000000007	24247.46	14026.87	17051.1	19122.91	16480.5	18365.5	18495.72	20645.58	23995.67	20325.33	21857.75	23478.08	21180.270000000004
K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	11100.17	10866.25	13687.01	13581.18	14639.58	13365.89	7017.57	9315.8	9644.16	7910.08	9727.6	8882.42	11544.83	13477.37	10886.58	11956.9	12973.16	11719.96
K00102	LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	8188.34	6747.5	9476.46	9472.33	12358.14	9577.24	5413.440000000001	5853.8	6370.780000000002	5761.84	6839.700000000002	6213.64	7508.5	9393.34	7781.16	7907.2	8384.98	7983.1100000000015
K00103	GULO; L-gulonolactone oxidase [EC:1.1.3.8]	884.5	1209.5	1561.67	936.0	355.33	656.5	781.5	1252.5	1957.5	998.0	860.0	1010.0	1256.0	1056.5	1198.5	1665.0	952.67	1387.0
K00104	glcD; glycolate oxidase [EC:1.1.3.15]	17703.5	21465.660000000003	22135.65	21316.18	20651.21	20779.45	14228.75	18048.68	19367.19	14994.92	17052.82	17369.960000000006	22826.740000000005	23833.29	21128.25	21669.37	23607.33	20626.020000000004
K00106	XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	27.0	25.0	30.33	20.0	18.0	70.67	12.0	13.0	22.67	10.33	0.0	16.0	34.33	9.0	12.0	6.0	21.67	9.67
K00107	ALO; D-arabinono-1,4-lactone oxidase [EC:1.1.3.37]	50.0	43.0	0.0	0.0	0.0	58.0	68.0	64.0	42.0	34.0	56.0	65.0	19.0	13.0	22.0	14.0	77.0	19.0
K00108	betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	19022.92	18137.910000000003	22480.67	23276.74	24046.58	21801.56	11191.32	14496.38	17224.57	13795.91	16024.549999999996	14573.92	19743.16	23411.12	17015.75	20466.45	22727.26	18413.090000000004
K00109	L2HGDH; 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	8.5	79.5	81.0	105.0	65.0	94.0	46.0	95.5	69.0	23.0	20.0	107.0	73.0	77.0	56.0	47.5	58.0	55.0
K00111	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	21812.62	25006.33	25020.71	26377.25	25234.700000000004	25568.51	16301.51	20777.2	24126.75	18572.23	20221.800000000007	20404.64	26668.240000000005	28897.91	24694.33	27039.339999999997	26534.1	24083.51000000001
K00112	glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	108.33	152.0	56.27	156.5	135.32999999999998	76.8	95.73	172.3	88.33	114.83	129.7	128.32999999999998	395.16	109.37	163.32999999999996	128.74	188.66	157.16
K00113	glpC; glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]	264.33	295.33	157.26999999999995	270.17	173.32999999999996	165.13	282.4	301.3	250.0	211.5	220.7	323.0	509.83	172.37	344.0	244.41	279.66	290.16
K00114	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	5612.25	4228.5	6063.0	5810.28	6757.83	6026.47	3527.0	3467.0	3954.45	3566.39	3975.65	3723.0	5073.5	5986.0	4674.0	4732.6	4867.5	5281.52
K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	1267.5	1539.75	2607.4	1877.75	1824.8	1279.17	1598.27	3163.4	2876.15	2747.55	1513.85	2712.55	1995.75	1932.2	1972.5	1589.85	1869.25	2045.5
K00117	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]	3655.75	2775.0	3688.6	3608.58	4764.0	3673.3	2677.9	3204.3	2831.33	3323.83	3477.2	3681.5	3254.5	4189.7	3560.67	3409.23	4034.0	3873.5
K00118	gfo; glucose-fructose oxidoreductase [EC:1.1.99.28]	191.7	68.0	51.3	75.0	109.4	77.0	180.5	202.0	273.6	362.4	173.0	150.0	191.0	222.5	307.0	287.7	179.1	193.8
K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	16841.870000000006	17706.410000000003	20060.78	20174.1	20050.94	20112.17	13663.69	15944.679999999997	18760.03	14593.29	16097.32	16625.879999999994	19291.33	21364.12	18789.25	20672.65	20996.2	18624.450000000004
K00122	FDH; formate dehydrogenase [EC:1.17.1.9]	2942.17	2381.75	2788.83	3051.0	3384.16	3419.67	1799.42	2201.25	2560.54	2183.17	2526.25	2262.42	3267.25	3868.92	2916.83	2549.9	3434.49	2772.44
K00123	fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]	19303.26	17514.750000000004	22847.619999999995	23277.34	24885.82	22783.47	11768.6	13899.65	17335.49	13942.32	15741.200000000004	15635.16	18865.41	21980.06	18669.41	19656.78	21228.73	18977.41
K00124	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	10431.42	9386.0	12237.43	12671.11	14157.0	12418.64	6072.07	7145.3	8404.91	6932.83	8138.0999999999985	7833.17	9980.33	11702.37	9719.83	9994.15	11251.16	10094.38
K00126	fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]	3008.5	2722.5	3897.25	3943.93	4414.75	4009.0	1725.0	2062.0	1951.2	1853.5	2393.45	2342.5	2399.25	2951.5	2643.75	2915.8	2820.25	2582.02
K00127	fdoI, fdsG; formate dehydrogenase subunit gamma	8725.42	6734.25	9675.26	10145.61	11820.67	10318.14	4987.32	5954.55	7648.91	6099.33	6777.3499999999985	6499.92	8012.58	9836.62	7769.33	8630.65	8767.83	7992.88
K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	42073.25	45888.15	54284.98	51626.46000000002	51526.97	48297.67000000001	30412.67	41356.960000000014	47083.14000000001	36360.65	39943.81000000001	39175.05	48558.72	51706.02	46011.58	50609.05	52473.58	47260.7
K00129	E1.2.1.5; aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	15.0	18.0	36.0	0.0	7.0	9.0	0.0	28.0	23.0	14.0	9.0	17.0	34.0	0.0	24.0	24.0	7.0	20.0
K00130	betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]	10250.0	14747.25	12982.1	13030.42	9832.66	11688.97	8512.65	13061.05	15812.77	10698.99	11415.65	10982.25	14856.08	15236.45	13558.5	16797.95	15942.53	12904.81
K00131	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	570.5	559.5	840.2199999999998	422.1	509.05	292.4	425.1	410.8	815.9	712.5	375.4500000000001	535.3	544.75	549.0	580.25	487.9	397.75	523.25
K00132	E1.2.1.10; acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
K00133	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	16576.450000000004	17905.410000000003	20118.67	19201.9	18935.58	19106.32	13758.87	17124.03	19646.44	14743.54	16056.320000000003	17042.010000000002	20102.24	21510.04	19650.75	20396.17	20357.77	19255.570000000003
K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	19147.480000000003	20887.74	26619.57	22838.9	22533.31	21453.12	16364.429999999997	22777.96	26924.07	19194.27	19026.419999999995	20524.17	24754.9	25824.91	23388.58	24607.79	24275.87	24151.130000000005
K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	31269.460000000006	34937.41	37721.78	38163.12	38893.62	36814.79	23198.51	29764.93	32202.94	26052.65	29849.77	29555.220000000005	35719.83	39596.21	34651.079999999994	37622.83	40121.93	34430.25
K00137	prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	677.0	593.0	956.6	937.9	1286.5	1013.3	472.9	773.3	505.0	582.33	813.0	700.5	468.5	818.7	515.5	601.1	1047.0	616.0
K00138	aldB; aldehyde dehydrogenase [EC:1.2.1.-]	10353.42	11132.83	12119.26	12231.2	12283.5	12476.22	6551.49	8524.55	9880.13	8110.25	8773.1	8445.34	11854.0	13098.12	10840.5	11724.07	12040.75	10640.11
K00140	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	15930.67	17496.58	17914.21	19123.26	19143.550000000007	19622.46	12604.46	14972.35	16243.85	13652.97	15155.6	16495.39	18251.83	19932.42	17933.75	18193.070000000003	20551.42	16977.410000000003
