function	description	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
EC:1.1.1.1	Alcohol dehydrogenase	39355.7	43914.98000000002	48375.17000000001	48104.71	46729.26	46705.95	31885.27	39077.31000000001	43290.7	34127.85	38850.69	39702.460000000014	45748.32000000001	49288.73	44860.76000000001	48251.16	50328.44	43708.38000000001
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	94060.68	110651.05	112083.97	113180.59	103714.46	108622.68	75704.57	96517.19000000002	103944.01	81231.43999999999	90703.88	93744.1	114886.12	118883.07	109196.43	116555.26	117210.47	106477.00999999998
EC:1.1.1.102	3-dehydrosphinganine reductase	68.5	18.0	74.5	191.0	12.0	9.0	47.0	32.5	35.0	48.0	9.0	54.0	34.0	0.0	61.0	45.0	19.0	20.0
EC:1.1.1.103	L-threonine 3-dehydrogenase	2894.5	3312.33	3501.6	3670.75	3452.5	3712.63	2124.32	3007.05	3497.67	2836.5	3039.45	2817.67	3221.67	3302.95	3352.67	4103.32	3388.59	3138.25
EC:1.1.1.108	Carnitine 3-dehydrogenase	545.0	538.0	1011.75	971.43	1231.58	891.0	335.5	585.5	449.5	492.5	704.45	531.5	462.75	771.0	468.25	645.8	940.75	586.25
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	1239.1699999999996	527.0000000000001	861.3299999999998	1033.33	1668.67	902.67	622.67	959.0	931.34	869.5	1027.0	637.1700000000002	1329.0	1685.67	1037.3300000000004	976.65	1528.99	1282.6699999999996
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase	5302.12	6435.75	6661.05	7503.76	6944.32	7006.42	3207.17	4485.0	5917.8899999999985	4220.32	5055.200000000002	5022.92	5741.5	6767.67	5185.58	6462.6500000000015	6969.6	5044.32
EC:1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase	5445.42	5460.25	8092.93	7842.33	7721.67	6995.1100000000015	3848.34	4549.3	4944.46	4458.219999999998	5113.95	4958.42	4990.08	5726.87	5243.83	5514.049999999998	5919.41	5771.1100000000015
EC:1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase	136.0	68.0	33.6	51.0	74.5	21.3	147.4	113.8	193.0	313.0	141.2	93.0	145.0	167.2	253.0	228.4	100.0	155.0
EC:1.1.1.132	GDP-mannose 6-dehydrogenase	1423.0	1742.75	1857.58	1529.1	1587.75	1575.67	873.25	1338.25	2028.67	1536.33	1296.9	1433.25	1501.33	1755.25	1347.25	2051.6	2311.42	1320.92
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase	18637.730000000003	18544.24	21588.74	21872.83	22999.93	21368.42	13829.55	17078.510000000002	20258.22	15838.33	16456.74	17163.53	21368.23	23218.76	19721.83	20569.09	21932.86	19351.78
EC:1.1.1.136	UDP-N-acetylglucosamine 6-dehydrogenase	2076.83	2110.33	1980.14	2642.17	2402.63	2576.23	2049.2	2284.3	1782.73	1810.17	1857.2	1984.8	2227.83	1901.67	2242.67	2008.74	2100.66	2142.66
EC:1.1.1.137	Ribitol-5-phosphate 2-dehydrogenase	0.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
EC:1.1.1.14	L-iditol 2-dehydrogenase	1801.75	2916.41	2349.0	2465.33	1946.16	2497.46	1791.9299999999996	2567.16	2607.75	1931.89	2595.26	2283.390000000001	2310.74	2385.5	2480.0	2932.16	3325.26	2236.0
EC:1.1.1.140	Sorbitol-6-phosphate 2-dehydrogenase	12.0	23.0	19.6	153.0	38.5	29.3	30.4	30.8	0.0	1.83	1.2	6.5	23.0	8.2	0.0	11.4	55.0	21.0
EC:1.1.1.145	3-beta-hydroxy-Delta(5)-steroid dehydrogenase	57.0	64.0	55.0	42.0	10.0	13.0	37.0	48.0	55.0	42.0	22.0	46.0	36.0	0.0	85.0	22.0	27.5	33.0
EC:1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	21900.000000000004	27632.660000000003	27339.99	25658.5	23958.79	25425.92	17680.769999999997	23627.9	27361.18	20632.14	21399.1	21455.640000000007	28596.08	29044.54	26890.500000000004	29798.93	28937.020000000004	26264.150000000005
EC:1.1.1.159	7-alpha-hydroxysteroid dehydrogenase	328.0	789.0	607.1	641.5	432.0	417.3	227.4	337.3	226.0	311.0	285.2	305.0	475.0	408.7	501.0	564.9	1012.5	387.5
EC:1.1.1.169	2-dehydropantoate 2-reductase	21344.01	21724.730000000003	23825.77	24569.23	25399.52	23814.2	15201.24	18430.08	22476.94	17992.77	18751.27	18828.200000000004	22674.51	25228.96	22386.09	24782.58	24427.07	21565.410000000003
EC:1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase	337.75	517.75	316.6	743.0	180.0	316.77	774.5	619.3	495.75	486.72	278.95	858.25	232.25	144.2	272.5	282.65	208.75	298.0
EC:1.1.1.170	(decarboxylating)	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	14.0	11.0	7.0	6.0	11.0	13.0	18.0	0.0	9.0	15.0
EC:1.1.1.173	L-rhamnose 1-dehydrogenase	148.0	116.0	256.0	312.33	216.0	218.0	49.0	77.0	124.0	71.0	126.0	144.0	78.0	194.0	66.0	153.0	132.0	97.0
EC:1.1.1.18	Inositol 2-dehydrogenase	6191.0	7772.25	7602.0	8975.66	7405.5	7356.5	4313.58	6778.25	8512.0	6160.66	6261.75	6680.75	7808.25	8854.25	6683.0	9481.5	9203.35	6706.5
EC:1.1.1.184	Carbonyl reductase (NADPH)	34.0	0.0	0.0	31.0	0.0	0.0	47.0	0.0	35.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.189	Prostaglandin-E(2) 9-reductase	34.0	0.0	0.0	31.0	0.0	0.0	47.0	0.0	35.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	17706.95	20656.570000000003	21287.37	20197.57	19257.11	20235.08	14865.77	19121.06	20940.710000000006	15522.21	17635.489999999998	18207.37	22622.240000000005	23813.54	21464.92	22720.57	22318.44000000001	20908.570000000003
EC:1.1.1.197	15-hydroxyprostaglandin dehydrogenase (NADP(+))	34.0	0.0	0.0	31.0	0.0	0.0	47.0	0.0	35.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.2	Alcohol dehydrogenase (NADP(+))	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.202	1,3-propanediol dehydrogenase	26.0	3.0	29.8	0.0	1.8	22.4	10.6	3.8	4.4	20.0	18.0	13.8	0.0	0.0	25.0	21.6	23.0	0.0
EC:1.1.1.203	Uronate dehydrogenase	6418.17	4831.25	6709.99	7920.76	8168.67	7647.01	3051.25	4119.25	6058.01	4681.969999999998	4796.450000000002	4829.92	5878.41	7483.42	5122.5	6373.28	6699.67	5445.18
EC:1.1.1.205	IMP dehydrogenase	22179.2	28574.910000000003	27778.54	27138.23	23588.44	25189.89	18813.52	24539.98	27182.29	20042.43	22469.32	22797.21000000001	30419.740000000005	30906.29	28297.75	30019.82	29953.36	27604.57000000001
EC:1.1.1.206	Tropinone reductase I	288.75	186.5	338.5	353.75	392.5	486.25	187.5	233.0	297.75	236.75	429.25	321.0	243.0	256.5	297.0	411.0	339.0	382.25
EC:1.1.1.21	Aldehyde reductase	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77
EC:1.1.1.215	Gluconate 2-dehydrogenase	4754.67	3327.0	4939.73	5038.33	6933.97	5384.370000000001	2253.67	2738.6	3694.74	3348.5	3589.2	3268.4700000000007	4288.0	5280.87	4012.33	4325.65	4859.99	4227.67
EC:1.1.1.219	Dihydrokaempferol 4-reductase	2103.5	2323.49	2837.25	2480.27	2498.25	3263.99	2659.17	2511.83	2656.87	2023.34	2908.12	2914.83	2793.92	2833.0	3160.26	2571.3	3266.92	2560.52
EC:1.1.1.22	UDP-glucose 6-dehydrogenase	17172.03	19566.910000000003	20518.32	20598.83	20017.16	20231.82	14508.49	17822.48	19803.35	15495.51	16818.87	18158.840000000004	20933.490000000005	21909.42	20476.17	21003.62	21731.11	19487.65
EC:1.1.1.23	Histidinol dehydrogenase	15258.45	16406.16	18640.7	18074.9	18258.28	17923.42	12652.52	15747.48	17232.04	13423.04	14804.570000000003	15718.96	18594.99	19928.79	18053.75	18385.57	18936.93	17804.570000000003
EC:1.1.1.25	Shikimate dehydrogenase	21069.62	21314.91	24502.03	24374.09	24810.78	23003.59	16377.88	21320.23	23419.210000000006	18777.37	20006.22	21059.38	24318.240000000005	26601.709999999995	23591.25	24787.15	25629.76	23265.750000000004
EC:1.1.1.251	Galactitol-1-phosphate 5-dehydrogenase	0.0	0.0	1.2	0.0	1.0	0.6	16.8	1.6	0.0	0.0	2.4	0.0	0.0	2.4	0.0	0.8	0.0	0.0
EC:1.1.1.26	Glyoxylate reductase	3238.83	3174.5	4163.67	4104.0	4470.33	3971.0	3266.33	3423.5	2780.66	2565.0	3228.5	3618.83	2923.16	3067.17	3297.0	3279.67	3373.66	3327.66
EC:1.1.1.261	sn-glycerol-1-phosphate dehydrogenase	850.5	1088.25	888.17	739.0	281.0	681.72	876.0200000000002	1128.25	2019.0	1113.25	758.25	928.25	1120.25	1046.75	1031.5	1575.0	1003.84	1026.0
EC:1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase	13127.12	10923.41	15863.31	15609.43	19003.82	15905.3	10247.9	11885.63	12813.71	11006.23	12192.32	12486.58	13387.83	16343.37	13691.92	13726.879999999996	14989.43	14015.95
EC:1.1.1.264	L-idonate 5-dehydrogenase (NAD(P)(+))	2718.25	2092.5	2870.5	2961.0	3178.0	2527.25	1447.75	2403.25	2884.25	2047.75	2416.0	2020.5	2613.5	3208.25	2323.5	2931.25	3179.92	2688.0
EC:1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase	13365.12	14453.33	15507.33	15934.23	15591.25	15319.99	11143.62	12828.28	14573.44	11233.87	12931.07	13801.76	16125.66	17518.12	15580.25	16262.659999999998	16556.27	14902.41
EC:1.1.1.27	L-lactate dehydrogenase	1297.0	1608.0	1356.4	2248.3	1614.4	1523.14	1839.84	1897.2	1327.23	1453.28	1294.5	2014.4	1391.0	1402.5	1587.67	1668.13	1401.5	1546.77
EC:1.1.1.271	GDP-L-fucose synthase	5242.25	4457.33	5448.0	5099.33	6174.0	5686.08	4564.02	4737.08	5234.28	4106.75	5041.67	5456.49	5724.83	6613.25	6137.67	5879.16	5981.92	5417.77
EC:1.1.1.275	(+)-trans-carveol dehydrogenase	62.0	73.0	74.0	28.0	17.0	22.0	24.0	57.0	32.0	33.0	31.0	44.0	58.0	0.0	97.0	46.0	26.5	53.0
EC:1.1.1.276	Serine 3-dehydrogenase (NADP(+))	442.75	319.8300000000001	649.8299999999998	793.75	554.0	765.25	252.33	372.33	324.42	283.08	544.42	394.99	328.66	326.0	325.5	409.33	494.34	482.92
EC:1.1.1.28	D-lactate dehydrogenase	2082.7	1944.33	2615.75	2384.93	2491.15	2632.52	2428.57	1981.43	2967.72	2077.140000000001	2485.1	3109.16	2858.08	3019.9	2807.75	2524.13	3035.36	2386.74
EC:1.1.1.281	GDP-4-dehydro-6-deoxy-D-mannose reductase	508.16	619.5	400.34	1005.0	569.16	466.22	696.4300000000002	921.5	576.99	796.64	664.0	944.16	1045.3200000000004	480.34	616.33	615.5100000000001	743.3199999999998	570.3199999999998
EC:1.1.1.282	Quinate/shikimate dehydrogenase	0.0	0.0	0.6	0.0	0.5	0.3	0.4	0.8	0.0	0.0	1.2	0.0	0.0	1.2	0.0	0.4	0.0	0.0
EC:1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase	16841.870000000006	17706.410000000003	20060.78	20174.1	20050.94	20112.17	13663.69	15944.679999999997	18760.03	14593.29	16097.32	16625.879999999994	19291.33	21364.12	18789.25	20672.65	20996.2	18624.450000000004
EC:1.1.1.287	D-arabinitol dehydrogenase (NADP(+))	17.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	12.0	0.0	12.0	0.0	21.0
EC:1.1.1.29	Glycerate dehydrogenase	1663.25	1292.0	1374.08	1973.85	1684.25	2397.67	1104.5	990.5	1469.37	1056.83	1186.4499999999996	1695.5	1666.08	2199.0	1583.25	1430.8	1718.42	1644.52
EC:1.1.1.290	4-phosphoerythronate dehydrogenase	116.7	71.0	91.65	72.1	224.15	102.3	187.4	322.3	180.1	404.73	143.64999999999995	398.0	113.75	88.7	131.25	101.9	218.85	124.05
EC:1.1.1.292	1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming)	657.0	574.0	1132.0	1077.0	1325.0	1006.0	360.0	540.0	535.0	546.0	767.0	620.0	501.0	906.0	482.0	745.0	963.0	663.0
EC:1.1.1.3	Homoserine dehydrogenase	16294.2	17570.660000000003	20598.15	19133.75	19217.63	19122.77	13552.62	16719.379999999994	19184.090000000004	14775.12	15966.77	16801.56	19663.74	21119.99	19314.5	19567.92	20071.68	19070.070000000003
EC:1.1.1.30	3-hydroxybutyrate dehydrogenase	12713.67	13352.75	14897.46	15336.21	15157.3	15142.91	8850.27	10533.1	12263.48	9534.16	11201.2	10974.22	13728.91	15484.17	13025.83	14197.55	14612.42	13249.8
EC:1.1.1.300	NADP-retinol dehydrogenase	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	37.0	21.0	12.0	0.0
EC:1.1.1.302	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase	0.0	3.0	10.0	0.0	0.0	12.0	0.0	11.0	7.0	0.0	10.0	15.0	13.0	10.0	0.0	15.0	7.0	0.0
EC:1.1.1.303	Diacetyl reductase ((R)-acetoin forming)	748.5	663.0	568.05	917.63	290.38	538.4	740.1999999999998	1004.6	1501.9	938.5	684.25	876.3	715.75	719.0	742.25	1218.6	850.25	591.25
EC:1.1.1.304	Diacetyl reductase ((S)-acetoin forming)	1233.25	1354.75	1606.5	1585.33	2036.83	1613.47	903.0	1149.0	864.75	1268.08	1413.75	1314.25	1138.25	1416.0	1197.0	1023.25	1856.75	1146.5
EC:1.1.1.305	UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating)	27.0	37.0	31.6	30.0	49.5	45.3	126.4	177.8	65.0	319.83	83.2	307.5	24.0	24.2	34.0	30.4	145.0	45.0
EC:1.1.1.306	S-(hydroxymethyl)mycothiol dehydrogenase	3839.25	6623.75	4961.17	4799.5	2690.33	3917.25	3165.0	5004.5	6291.25	4018.75	4336.75	3908.25	6678.75	6098.0	5773.0	6927.75	6261.76	5351.5
EC:1.1.1.308	Sulfopropanediol 3-dehydrogenase	2421.0	1087.75	1488.5	1811.0	2923.16	1540.0	1048.75	1478.75	1124.7	1198.5	1558.25	1183.75	1975.25	2604.25	1212.0	1271.25	2430.0	1910.6
EC:1.1.1.31	3-hydroxyisobutyrate dehydrogenase	25849.12	24665.83	29232.81	29962.97	32392.08	29167.36	18448.47	22120.03	24679.61	20727.07	23551.52	23645.26000000001	27734.070000000003	32110.51	26322.91	28550.85	30570.84	26508.340000000004
EC:1.1.1.310	(S)-sulfolactate dehydrogenase	1343.84	650.5	964.66	1581.5	1744.84	1070.84	733.84	901.5	977.51	1015.84	1039.5	890.8399999999998	1458.5	2046.34	1102.33	1275.63	1689.48	1232.01
EC:1.1.1.312	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase	2008.0	1515.0	2598.0	2439.0	3210.0	2492.0	913.0	1121.0	1913.0	1458.0	1588.0	1263.5	1820.0	2137.0	1765.0	1878.0	2158.0	1984.0
EC:1.1.1.313	Sulfoacetaldehyde reductase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.316	L-galactose 1-dehydrogenase	17.0	20.0	0.0	21.0	10.0	77.0	18.0	25.0	35.0	12.0	44.0	28.0	19.0	16.0	18.0	26.0	34.0	18.0
EC:1.1.1.320	Benzil reductase ((S)-benzoin forming)	183.0	159.0	84.8	126.0	80.8	162.4	566.4300000000002	207.3	303.4	270.0	145.0	591.8	69.0	25.0	86.5	50.6	70.0	112.0
EC:1.1.1.325	Sepiapterin reductase (L-threo-7,8-dihydrobiopterin forming)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0
EC:1.1.1.328	Nicotine blue oxidoreductase	3204.25	5624.0	4201.67	4074.5	2315.83	3288.75	2781.25	4196.25	4600.75	3030.75	3541.0	3323.5	5486.5	5088.25	4731.0	5563.75	5109.09	4634.5
EC:1.1.1.333	Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase	976.5	1404.75	1748.5	1356.5	580.33	817.0	832.75	1225.75	1996.5	1223.5	974.25	1023.75	1484.25	1267.75	1345.0	2051.5	1809.84	1502.5
EC:1.1.1.335	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase	3238.67	2016.0	3207.33	3190.0	4626.67	2994.67	1814.67	1772.0	2380.34	2436.67	2242.0	1687.6699999999996	3155.0	3894.67	2749.33	2663.65	3200.99	2945.67
EC:1.1.1.336	UDP-N-acetyl-D-mannosamine dehydrogenase	1076.0	1436.25	1766.27	1929.3	1570.5	1537.8	1172.65	1140.85	1306.0	1034.33	1240.45	1595.75	1055.75	1244.45	1086.5	1152.65	1320.5	1228.5
EC:1.1.1.338	(2R)-3-sulfolactate dehydrogenase (NADP(+))	1656.6699999999996	911.0	1682.33	1953.0	2410.67	1458.67	771.67	1068.0	959.84	1058.67	1298.0	957.67	1527.0	2218.67	1138.33	1414.65	2025.99	1486.8399999999995
EC:1.1.1.34	Hydroxymethylglutaryl-CoA reductase (NADPH)	370.0	352.0	424.0	436.0	130.0	232.0	201.0	438.0	1062.0	521.0	352.0	345.0	491.0	576.0	443.0	931.0	377.0	349.0
EC:1.1.1.343	Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating)	13737.2	18089.99	17034.34	16467.300000000007	11316.66	14304.2	13334.64	16441.53	19296.74	13930.77	14902.37	16114.93	19476.83	19038.04	18375.67	20867.54	19088.77	17350.63
EC:1.1.1.344	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(P)(+))	18.0	0.0	0.0	0.0	0.0	37.0	18.0	35.0	0.0	0.0	0.0	23.0	27.0	0.0	0.0	52.0	58.0	48.0
EC:1.1.1.346	2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming)	5435.42	6861.0	6214.73	6890.5	5724.0	6377.62	3533.02	5449.95	7353.29	4873.08	5004.2	5230.17	7345.0	8289.720000000001	6384.83	8003.85	7454.24	5978.440000000001
EC:1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	27218.54	24225.24	30382.37	29911.6	34586.12	32461.34	18069.5	22263.45	25877.630000000005	21208.74	22865.2	22369.400000000005	27964.83	32278.83	27312.250000000004	29070.43	29051.160000000003	27677.87000000001
EC:1.1.1.350	Ureidoglycolate dehydrogenase (NAD(+))	419.0	386.0	495.6	379.0	266.5	315.3	239.4	471.8	1103.0	598.0	395.2	424.5	497.0	678.2	465.0	977.4	453.0	393.0
EC:1.1.1.36	Acetoacetyl-CoA reductase	10774.42	8127.5	11281.46	12460.74	14318.3	13158.99	5924.27	6598.3	8424.76	6867.75	8238.25	8086.47	9987.83	12504.17	8943.83	9973.25	10645.66	9629.23
EC:1.1.1.363	Glucose-6-phosphate dehydrogenase (NAD(P)(+))	18752.62	19451.24	22010.7	22217.83	19900.86	20964.64	14955.71	18036.73	21599.450000000004	16591.52	17565.77	18664.050000000007	22272.410000000003	23956.21	21277.5	22949.689999999995	22307.01	20941.860000000004
EC:1.1.1.367	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase	51.0	11.0	35.0	39.0	182.0	17.0	13.0	58.0	25.0	73.0	94.0	33.0	23.0	53.0	60.0	69.0	43.0	51.0
EC:1.1.1.369	D-chiro-inositol 1-dehydrogenase	6191.0	7772.25	7602.0	8975.66	7405.5	7356.5	4313.58	6778.25	8512.0	6160.66	6261.75	6680.75	7808.25	8854.25	6683.0	9481.5	9203.35	6706.5
EC:1.1.1.37	Malate dehydrogenase	15196.2	16157.41	18550.95	17968.4	17997.78	17773.449999999993	12635.02	15428.98	17087.29	13024.29	14610.320000000003	15291.21	18490.99	19907.29	17893.75	18207.32	18750.18	17589.570000000003
EC:1.1.1.371	Scyllo-inositol 2-dehydrogenase (NADP(+))	332.5	217.0	246.8	491.0	295.8	467.4	105.6	82.8	195.4	100.0	139.0	470.3	119.0	161.0	183.0	188.6	242.0	143.0
EC:1.1.1.373	Sulfolactaldehyde 3-reductase	0.0	0.0	0.6	0.0	13.5	0.3	0.4	0.8	0.0	0.0	1.2	0.0	0.0	1.2	0.0	0.4	0.0	0.0
EC:1.1.1.374	UDP-N-acetylglucosamine 3-dehydrogenase	0.0	6.5	11.5	0.0	0.0	32.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	3.0	8.0	3.0	0.0	0.0
EC:1.1.1.376	L-arabinose 1-dehydrogenase (NAD(P)(+))	283.0	157.0	355.0	375.0	347.0	247.0	56.0	54.0	108.0	46.0	66.0	105.0	121.0	179.0	85.0	114.0	114.0	134.0
EC:1.1.1.377	L-rhamnose 1-dehydrogenase (NADP(+))	148.0	116.0	256.0	312.33	216.0	218.0	49.0	77.0	124.0	71.0	126.0	144.0	78.0	194.0	66.0	153.0	132.0	97.0
EC:1.1.1.378	L-rhamnose 1-dehydrogenase (NAD(P)(+))	148.0	116.0	256.0	312.33	216.0	218.0	49.0	77.0	124.0	71.0	126.0	144.0	78.0	194.0	66.0	153.0	132.0	97.0
EC:1.1.1.38	Malate dehydrogenase (oxaloacetate-decarboxylating)	7201.700000000002	12965.66	9630.89	10300.47	5616.96	8205.880000000001	8114.29	10666.33	11401.97	7944.79	8884.369999999999	9537.06	13046.25	11753.7	11342.17	12620.4	12485.45	10469.8
EC:1.1.1.380	L-gulonate 5-dehydrogenase	0.0	0.0	0.6	0.0	0.5	60.3	29.4	0.8	3.2	1.83	1.2	6.5	0.0	1.2	7.0	0.4	0.0	3.6
EC:1.1.1.381	3-hydroxy acid dehydrogenase	1660.42	1561.83	1551.26	2486.25	2456.67	2491.9700000000007	1035.74	947.8	1487.6799999999996	1261.5	1151.2	1307.3399999999995	2041.5	2669.37	1528.0	1715.72	2450.66	1478.3399999999995
EC:1.1.1.385	Dihydroanticapsin 7-dehydrogenase	5.0	0.0	4.75	19.1	30.25	5.0	24.94	72.5	2.5	97.5	17.25	8.5	1.75	4.0	19.25	29.75	27.75	65.25
EC:1.1.1.387	L-serine 3-dehydrogenase (NAD(+))	5.0	7.0	4.75	8.1	30.25	5.0	6.5	50.5	2.5	8.5	23.450000000000006	8.5	1.75	4.0	19.25	2.8	27.75	15.25
EC:1.1.1.4	(R,R)-butanediol dehydrogenase	748.5	663.0	568.05	917.63	290.38	538.4	740.1999999999998	1004.6	1501.9	938.5	684.25	876.3	715.75	719.0	742.25	1218.6	850.25	591.25
EC:1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	17882.670000000002	13930.33	20366.09	20104.43	25008.17	21637.89	10701.24	13256.3	15368.5	13181.08	14250.15	13858.84	16647.33	20918.37	16534.0	16857.02	18333.33	17585.800000000007
EC:1.1.1.41	Isocitrate dehydrogenase (NAD(+))	473.25	306.83	458.75	473.42	467.5	565.0799999999998	438.67	476.5	674.7799999999999	425.42	627.25	687.6700000000002	412.42	382.5	590.51	638.33	466.5	527.52
EC:1.1.1.42	Isocitrate dehydrogenase (NADP(+))	17738.120000000006	17876.660000000003	21147.86	21230.33	21780.2	21296.59	13542.19	16796.98	19476.58	14998.37	16322.52	17089.630000000005	20489.66	22693.62	19674.17	20065.53	21233.19	19529.100000000006
EC:1.1.1.43	Phosphogluconate 2-dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	3.7	16.0	0.0	31.0	0.0	11.0	0.0	0.0	8.0	3.77
EC:1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	13737.2	18089.99	17034.34	16467.300000000007	11316.66	14304.2	13334.64	16441.53	19296.74	13930.77	14902.37	16114.93	19476.83	19038.04	18375.67	20867.54	19088.77	17350.63
EC:1.1.1.47	Glucose 1-dehydrogenase (NAD(P)(+))	1302.5	1045.08	1169.47	1206.63	929.8	987.23	1235.68	1497.1799999999996	2112.9	1637.0	1216.92	1503.04	1212.08	1159.25	1317.0	2072.9300000000007	1483.34	1253.5
EC:1.1.1.48	D-galactose 1-dehydrogenase	1724.0	1523.5	2340.83	2334.5	2688.0	2236.67	993.5	1505.5	1155.67	1334.83	1566.0	1644.5	1098.83	1615.5	1232.0	1596.5	1865.67	1538.17
EC:1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+))	18752.62	19451.24	22010.7	22217.83	19900.86	20964.64	14955.71	18036.73	21599.450000000004	16591.52	17565.77	18664.050000000007	22272.410000000003	23956.21	21277.5	22949.689999999995	22307.01	20941.860000000004
EC:1.1.1.51	3(or 17)-beta-hydroxysteroid dehydrogenase	35.0	33.0	43.5	120.2	78.5	145.0	55.0	164.0	51.9	32.0	78.69999999999997	75.0	23.5	33.0	75.5	53.8	101.5	54.87000000000001
EC:1.1.1.53	3-alpha(or 20-beta)-hydroxysteroid dehydrogenase	2972.67	4761.0	4100.33	3472.0	2508.67	3179.67	2130.17	3457.5	5536.34	3514.67	3210.5	3098.67	4605.0	4221.17	4035.33	6110.9	5032.33	3293.67
EC:1.1.1.56	Ribitol 2-dehydrogenase	1311.0	566.5	1095.5	1223.5	1563.0	957.0	533.5	1029.5	791.0	714.33	1009.0	624.5	1181.5	1474.5	887.5	914.5	1557.0	1314.0
EC:1.1.1.57	Fructuronate reductase	1787.95	2239.75	2534.07	2655.0	2740.73	2546.05	1141.9	2108.3	1942.05	1580.45	1972.95	1800.25	1697.75	1859.7	1823.0	2009.85	2358.35	2093.9
EC:1.1.1.58	Tagaturonate reductase	1097.6699999999996	871.0000000000001	1694.9299999999996	1788.33	1526.67	1112.97	878.84	857.8	1465.34	1395.14	983.2	961.17	1127.0	1637.87	1178.33	1335.0499999999995	1282.9899999999998	1021.67
EC:1.1.1.6	Glycerol dehydrogenase	166.0	413.33	339.6	1060.0	193.0	229.07	1303.38	1012.13	698.0	662.6899999999998	848.57	1285.99	997.33	886.2	786.0	604.53	1114.67	387.0
EC:1.1.1.60	2-hydroxy-3-oxopropionate reductase	13501.5	11439.25	14323.91	15421.92	18792.38	16022.51	7106.1500000000015	8929.150000000001	11357.01	9269.16	10408.1	9995.55	13441.82	16016.49	11982.41	13287.69	14652.08	12301.23
EC:1.1.1.61	4-hydroxybutyrate dehydrogenase	438.0	436.0	681.6	606.0	819.5	685.3	357.4	288.8	537.7	432.0	401.2	407.0	591.0	716.2	637.0	446.4	481.0	600.77
EC:1.1.1.65	Pyridoxine 4-dehydrogenase	607.0	724.3299999999998	999.0	883.0	1113.0	920.33	481.33	616.3299999999998	513.0	444.0	838.17	573.99	582.33	811.0	608.0	740.3299999999998	819.67	694.0
