function	description	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
EC:1.2.1.72	Erythrose-4-phosphate dehydrogenase	107.0	68.0	84.35	70.1	210.75	85.3	175.9	301.3	131.5	388.33	143.64999999999995	398.0	91.75	87.2	108.25	88.2	207.75	121.25
EC:1.2.1.77	3,4-dehydroadipyl-CoA semialdehyde dehydrogenase (NADP(+))	169.0	140.0	288.0	291.0	521.0	385.0	129.0	433.0	355.7	253.0	376.0	160.0	278.0	203.0	342.0	242.0	443.0	425.77
EC:1.2.1.78	2-formylbenzoate dehydrogenase	17.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	12.0	0.0	12.0	0.0	21.0
EC:1.2.1.79	Succinate-semialdehyde dehydrogenase (NADP(+))	31269.460000000006	34937.41	37721.78	38163.12	38893.62	36814.79	23198.51	29764.93	32202.94	26052.65	29849.77	29555.220000000005	35719.83	39596.21	34651.079999999994	37622.83	40121.93	34430.25
EC:1.2.1.8	Betaine-aldehyde dehydrogenase	10250.0	14747.25	12982.1	13030.42	9832.66	11688.97	8512.65	13061.05	15812.77	10698.99	11415.65	10982.25	14856.08	15236.45	13558.5	16797.95	15942.53	12904.81
EC:1.2.1.80	Long-chain acyl-[acyl-carrier-protein] reductase	40.0	74.33	173.0	38.0	117.0	136.33	986.33	577.33	641.0	255.0	781.17	995.99	867.33	868.0	683.0	511.33	1054.67	299.0
EC:1.2.1.81	Sulfoacetaldehyde dehydrogenase (acylating)	0.0	0.0	12.0	0.0	0.0	46.0	0.0	0.0	3.2	0.0	0.0	5.5	9.0	0.0	0.0	0.0	0.0	3.6
EC:1.2.1.85	2-hydroxymuconate-6-semialdehyde dehydrogenase	898.75	880.5	1557.92	1023.85	914.75	566.25	773.0	996.5	1005.45	961.25	1069.5	880.5	996.75	812.5	1215.25	1226.0	887.75	1418.44
EC:1.2.1.87	Propanal dehydrogenase (CoA-propanoylating)	49.0	11.0	36.75	44.1	205.25	60.0	83.5	86.5	5.7	77.5	81.44999999999997	37.5	24.75	4.0	59.25	49.8	49.75	68.85
EC:1.2.1.88	L-glutamate gamma-semialdehyde dehydrogenase	15770.0	17315.660000000003	19063.15	18602.65	18617.38	18572.45	12935.08	16115.48	17444.190000000002	13636.75	15412.320000000003	15988.46	19191.74	20482.79	18229.25	18659.37	19619.33	17945.520000000004
EC:1.2.1.9	Glyceraldehyde-3-phosphate dehydrogenase (NADP(+))	570.5	559.5	840.2199999999998	422.1	509.05	292.4	425.1	410.8	815.9	712.5	375.4500000000001	535.3	544.75	549.0	580.25	487.9	397.75	523.25
EC:1.2.1.91	3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase	5419.75	5095.08	5912.68	6342.27	6091.08	6491.55	2800.57	3060.8	4152.59	3617.58	3800.4	3686.42	5456.0	6136.7	4614.92	5026.62	5686.17	4958.42
EC:1.2.3.3	Pyruvate oxidase	13.0	17.0	108.8	29.0	5.8	44.4	83.6	32.8	47.4	7.0	3.0	22.8	20.0	5.0	16.0	25.6	0.0	24.0
EC:1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	47696.7	59858.15000000001	60492.2	57936.96	49784.66	54006.25	40793.51	53237.76	58790.03000000001	43345.94000000002	48533.64	49553.19000000001	63722.07000000001	65561.88	59116.92	65080.71000000001	64987.04	58181.86000000001
EC:1.2.4.2	Oxoglutarate dehydrogenase (succinyl-transferring)	14999.79	14623.83	17836.61	17698.230000000003	18801.79	17904.26	11308.53	14068.15	16547.050000000007	13032.21	13552.9	14077.31	16828.25	19519.79	16702.25	16994.05	16972.09	16859.08
EC:1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	8733.91	8241.74	10569.11	11839.36	9837.26	11278.98	7069.66	8843.45	10966.22	9045.54	8105.0	9369.52	9259.58	10729.09	9115.17	10287.14	9492.82	9270.07
EC:1.2.5.1	Pyruvate dehydrogenase (quinone)	5538.25	8049.08	6760.6	6721.83	4473.33	5806.05	4922.34	6829.8	8625.59	5918.08	5832.95	5743.42	8214.75	7873.2	7393.17	9062.07	7626.6	6972.17
EC:1.2.7.1	Pyruvate synthase	998.5	1489.33	686.1	1566.0	692.5	1092.4	1389.11	1557.63	1132.0	912.11	1090.54	1715.65	1096.16	830.7	1454.5	1334.73	1149.34	1312.5
EC:1.2.7.11	2-oxoacid oxidoreductase (ferredoxin)	15846.66	19657.5	17784.28	17657.6	14831.92	16740.8	12465.36	15614.7	17243.12	13099.0	14504.5	15294.76	20005.82	19429.84	17966.0	19957.54	19241.0	17702.32
EC:1.2.7.3	2-oxoglutarate synthase	15969.16	19783.5	17882.28	17781.1	14929.92	16843.8	12735.86	15774.2	17391.12	13287.0	14623.0	15657.26	20175.82	19606.34	18170.0	20152.54	19380.0	17895.82
EC:1.2.7.4	Carbon-monoxide dehydrogenase (ferredoxin)	2.0	0.0	10.0	0.0	4.0	0.0	48.0	0.0	0.0	0.0	0.0	16.0	0.0	2.0	0.0	0.0	0.0	0.0
EC:1.2.7.5	Aldehyde ferredoxin oxidoreductase	174.32999999999996	223.0	155.67000000000004	191.0	180.83	172.5	206.33	268.0	182.33	215.00000000000003	222.5	260.33	486.16	148.17000000000004	262.33000000000004	148.34	356.66	210.16
EC:1.2.7.7	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)	44.0	68.0	100.0	164.0	206.0	54.0	122.0	84.0	64.0	98.0	92.0	74.0	106.0	236.0	124.0	104.0	114.0	74.0
EC:1.2.7.8	Indolepyruvate ferredoxin oxidoreductase	13386.92	10840.5	14456.07	15594.84	17506.08	15739.43	7405.17	8417.5	10468.2	9033.91	10122.2	9846.67	12749.24	15169.17	11793.58	12649.95	13892.25	12641.16
EC:1.2.98.1	Formaldehyde dismutase	22.0	0.0	28.0	0.0	2.33	20.0	0.0	0.0	0.0	13.0	15.0	4.0	0.0	0.0	25.0	20.0	23.0	0.0
EC:1.2.99.2	Carbon-monoxide dehydrogenase (acceptor)	31091.74	36983.5	40984.26	38849.15	32598.29	34259.69	24695.9	29582.75	28098.41	23844.03	30332.500000000004	28709.99	33785.9	33630.259999999995	34469.490000000005	35325.94	40510.24000000001	36656.84
EC:1.2.99.5	Formylmethanofuran dehydrogenase	3377.51	1515.0	2099.49	2409.99	3745.01	2123.01	1749.51	2272.0	2094.01	2072.51	2190.0	1944.01	3509.0	4692.01	2589.0	2558.94	3457.4699999999993	2812.01
EC:1.2.99.7	Aldehyde dehydrogenase (FAD-independent)	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.20.1.1	Phosphonate dehydrogenase	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.20.4.1	Arsenate reductase (glutaredoxin)	24799.87	24113.070000000003	31981.59	29882.97	32181.5	30166.84	19356.3	24349.880000000005	27438.89	21315.259999999995	21970.22	23626.520000000004	28193.08	32125.32	26411.01	26559.87	28775.61	27500.390000000007
EC:1.20.4.3	Mycoredoxin	3247.75	5492.5	4117.67	3947.5	2224.83	3395.25	2862.25	4351.75	5005.75	3158.75	3677.5	3401.5	5682.5	5004.25	4909.0	5533.75	4586.09	4740.5
EC:1.20.9.1	Arsenate reductase (azurin)	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	30.0	20.0	22.0	26.0
EC:1.21.4.1	D-proline reductase (dithiol)	76.0	23.0	88.25	62.0	4.0	16.0	149.0	0.0	89.0	68.0	0.0	180.0	14.75	12.0	86.0	52.0	42.0	10.0
EC:1.21.4.2	Glycine reductase	0.0	0.0	42.75	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	161.0	12.25	0.0	42.0	0.0	0.0	0.0
EC:1.21.4.4	Betaine reductase	0.0	0.0	5.25	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	23.0	1.75	0.0	7.0	0.0	0.0	0.0
EC:1.21.98.1	Cyclic dehypoxanthinyl futalosine synthase	1169.0	1562.25	1402.17	1539.0	547.0	1179.22	1111.52	1766.75	2737.33	1476.14	1299.25	1484.75	1756.25	1447.75	1667.67	2174.33	1577.34	1476.5
EC:1.3.1.1	Dihydrouracil dehydrogenase (NAD(+))	4275.0	2534.33	4187.53	4799.5	5552.0	4854.82	1945.8	2276.1	3157.34	2614.14	2764.4	2943.17	3334.5	4501.9	2502.67	2918.9700000000007	4148.67	3159.17
EC:1.3.1.10	Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)	17198.5	17826.410000000003	20249.48	20497.4	20552.88	20323.34	14143.19	16029.48	17572.260000000002	14073.08	16573.82	17226.210000000006	19579.82	21519.79	19470.75	19972.62	20608.25	18844.81
EC:1.3.1.101	2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate reductase (NAD(P)H)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0
EC:1.3.1.104	Enoyl-[acyl-carrier-protein] reductase	380.0	581.0	473.0	294.0	365.0	373.0	624.0	418.0	452.0	389.0	358.0	912.0	450.0	273.0	309.0	500.0	314.0	405.0
EC:1.3.1.106	Cobalt-precorrin-6A reductase	5045.0	7504.08	7266.0	6428.43	5199.58	6052.55	5337.02	6665.08	6807.5	4961.1399999999985	6187.870000000001	6280.74	7547.58	7501.75	7056.25	7833.13	8212.76	6558.75
EC:1.3.1.12	Prephenate dehydrogenase	14947.0	16064.33	17731.15	17556.050000000007	17484.63	17423.839999999997	11345.19	14142.65	15713.19	12302.39	13446.2	14063.47	17255.91	18625.29	16940.0	17239.49	17140.410000000003	16705.270000000004
EC:1.3.1.13	Prephenate dehydrogenase (NADP(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
EC:1.3.1.14	Dihydroorotate dehydrogenase (NAD(+))	1515.83	2124.0	1274.72	2014.8	983.63	1614.12	2310.37	2395.100000000001	2028.06	1693.14	1837.0	3035.13	2058.91	1674.67	2508.0	1873.27	1814.66	2164.66
EC:1.3.1.2	Dihydropyrimidine dehydrogenase (NADP(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
EC:1.3.1.21	7-dehydrocholesterol reductase	2.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	10.0	4.0	0.0
EC:1.3.1.22	3-oxo-5-alpha-steroid 4-dehydrogenase (NADP(+))	15.0	18.0	36.0	0.0	7.0	14.0	0.0	28.0	14.0	25.0	16.0	23.0	45.0	13.0	42.0	24.0	16.0	35.0
EC:1.3.1.24	Biliverdin reductase	40.0	74.33	173.0	38.0	117.0	136.33	986.33	577.33	641.0	255.0	776.1700000000002	995.99	867.33	868.0	683.0	511.33	1054.67	299.0
EC:1.3.1.25	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase	81.0	52.0	114.75	149.43	226.25	97.0	64.5	123.5	47.2	85.33	97.45	128.5	41.75	117.0	73.25	84.8	135.75	83.02
EC:1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	709.5	1384.0	812.4	1001.5	726.13	820.6999999999998	596.0	624.6	619.4	648.83	787.2	755.3	1027.0	924.7	850.0	1150.25	1449.0	689.5
EC:1.3.1.31	2-enoate reductase	0.0	0.0	0.0	0.0	0.0	0.0	30.44	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EC:1.3.1.32	Maleylacetate reductase	999.0	1037.0	1260.0	1149.0	1067.0	1111.0	641.0	969.0	1738.4	1054.0	1034.0	983.0	1047.0	1285.0	1001.0	1658.75	1108.0	1011.2
EC:1.3.1.33	Protochlorophyllide reductase	447.0	1096.33	736.0	481.0	581.0	619.3299999999998	1324.33	1027.33	977.0	625.0	1331.17	1453.9899999999998	1717.33	1479.0	1433.0	1142.33	1617.67	799.0
EC:1.3.1.34	2,4-dienoyl-CoA reductase (NADPH)	5651.42	4544.25	6628.51	6723.68	7232.92	6620.89	3261.82	4182.55	5979.26	4725.58	4534.15	4261.42	6190.33	7003.12	5345.58	6132.3499999999985	6708.25	5888.51
EC:1.3.1.43	Arogenate dehydrogenase	2442.5	2335.5	3532.0	3066.0	3325.0	3132.5	1949.5	2202.5	1840.0	1687.5	2414.0	2329.5	1740.5	2277.5	2296.5	2529.5	2436.0	2393.0
EC:1.3.1.44	Trans-2-enoyl-CoA reductase (NAD(+))	771.7	712.25	2311.3	1584.83	1760.4	1141.0	681.96	1978.25	2005.1	1386.68	865.25	970.25	1417.75	1457.25	1109.5	965.45	1413.1	1649.8
EC:1.3.1.45	2'-hydroxyisoflavone reductase	2809.67	1746.0	2862.13	2929.0	3725.47	2532.57	1322.27	1295.3	2126.74	1910.17	1819.5	1583.4699999999998	2578.0	3292.17	2051.33	2137.25	2625.49	2361.67
EC:1.3.1.53	(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate dehydrogenase	44.0	11.0	22.0	36.0	175.0	16.0	13.0	36.0	0.0	64.0	46.0	29.0	23.0	0.0	32.0	39.0	22.0	43.0
EC:1.3.1.54	Precorrin-6A reductase	5045.0	7504.08	7266.0	6428.43	5199.58	6052.55	5337.02	6665.08	6807.5	4961.1399999999985	6187.870000000001	6280.74	7547.58	7501.75	7056.25	7833.13	8212.76	6558.75
EC:1.3.1.64	Phthalate 4,5-cis-dihydrodiol dehydrogenase	38.0	44.0	55.0	43.0	75.0	71.0	0.0	16.0	27.0	26.0	34.0	55.0	33.0	45.0	46.0	37.0	51.0	0.0
EC:1.3.1.70	Delta(14)-sterol reductase	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	14.0	11.0	7.0	6.0	11.0	13.0	18.0	0.0	9.0	15.0
EC:1.3.1.72	Delta(24)-sterol reductase	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	14.0	11.0	7.0	6.0	11.0	13.0	20.5	0.0	9.0	15.0
EC:1.3.1.74	2-alkenal reductase (NAD(P)(+))	576.16	674.5	503.0100000000001	610.0	398.66	402.0	425.66	780.0	1259.66	736.0	626.0	624.66	1322.3200000000004	773.34	784.16	1144.18	781.3199999999998	655.3199999999998
EC:1.3.1.76	Precorrin-2 dehydrogenase	9197.78	11890.33	12283.84	11417.07	9318.91	10844.65	8604.119999999999	10749.95	11156.73	9137.37	9818.9	10624.1	11222.83	11391.62	11669.92	12310.69	11715.6	11597.96
EC:1.3.1.78	Arogenate dehydrogenase (NADP(+))	40.0	74.33	173.0	38.0	117.0	136.33	986.33	577.33	641.0	255.0	781.17	995.99	867.33	868.0	683.0	511.33	1054.67	299.0
EC:1.3.1.83	Geranylgeranyl diphosphate reductase	1138.0	551.33	845.0	818.5	1319.5	755.8299999999998	1478.33	1204.83	1105.0	784.0	1420.67	1407.4899999999998	1975.83	2120.5	1310.0	1125.33	2075.67	1154.5
EC:1.3.1.85	Crotonyl-CoA carboxylase/reductase	1243.5	1180.0	1568.5	1309.5	828.0	1330.5	1150.0	1273.0	1812.0	1082.0	1220.0	1227.0	1096.0	1293.0	1372.5	1801.75	1157.0	1210.5
EC:1.3.1.86	Crotonyl-CoA reductase	2987.5	5172.25	4068.67	3851.5	2258.33	3170.5	2689.25	3967.75	4355.0	2878.5	3295.25	3056.75	5197.25	4857.25	4497.5	5440.5	4883.01	4446.5
EC:1.3.1.87	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase	18.0	0.0	0.6	0.0	0.5	37.3	18.4	35.8	0.0	0.0	1.2	23.0	27.0	1.2	0.0	52.4	58.0	48.0
EC:1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADH)	20643.37	21567.16	27237.36	25351.23	25961.450000000004	24616.51	17604.32	21826.73	23797.700000000004	18612.26	20130.07	21620.63	24181.820000000003	26734.709999999995	24280.58	24123.219999999994	25295.01	24191.450000000004
EC:1.3.1.93	Very-long-chain enoyl-CoA reductase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
EC:1.3.1.98	UDP-N-acetylmuramate dehydrogenase	15305.45	16497.16	18723.5	18161.9	18366.58	17931.82	12823.45	15717.28	17246.440000000002	13463.04	14835.570000000003	15679.26	18638.99	20170.79	18086.75	18372.17	18969.93	17816.570000000003
EC:1.3.3.11	Pyrroloquinoline-quinone synthase	4649.84	4388.33	5626.91	4968.6	5605.42	5025.67	3218.01	3340.0	3403.25	3426.34	3568.45	4042.51	4491.42	5177.84	4240.08	4954.27	5082.23	4471.129999999999
EC:1.3.3.14	Aclacinomycin-A oxidase	109.0	73.0	0.0	665.0	289.0	100.0	82.0	98.0	230.0	184.0	128.0	125.0	181.0	101.0	178.0	138.0	160.0	181.0
EC:1.3.3.3	Coproporphyrinogen oxidase	10958.87	8890.33	13282.91	12174.93	14908.82	13323.02	8185.3	9461.93	10809.56	9003.98	9889.27	10030.16	11325.91	13779.57	11448.08	11193.78	12436.68	11674.41
EC:1.3.3.4	Protoporphyrinogen oxidase	4157.08	7231.83	5419.940000000001	6197.47	3534.76	4424.1	4130.72	5740.15	5947.88	4233.06	4690.5	5148.1	7117.83	5996.42	6065.67	6884.79	6256.25	5745.16
EC:1.3.3.5	Bilirubin oxidase	532.0	516.75	611.5	463.0	274.5	404.0	329.75	561.75	1487.5	731.5	574.25	557.75	672.25	791.25	572.0	1270.0	585.0	511.0
EC:1.3.3.6	Acyl-CoA oxidase	2876.25	5373.25	3637.17	3523.5	2345.33	3200.75	2357.5	3598.5	3471.25	2549.25	3053.75	3040.75	4829.25	4434.0	4084.0	4457.5	4617.75	3837.5
EC:1.3.5.1	Succinate dehydrogenase (quinone)	39104.900000000016	47372.07000000001	49126.74	46406.96	42955.72	44682.84	32811.789999999986	41756.71	48206.58	35815.58	38551.39	39932.17000000001	51434.73000000001	53303.83	48090.5	51514.38999999999	51985.22	46632.14000000002
EC:1.3.5.2	Dihydroorotate dehydrogenase (quinone)	13511.95	14298.16	17227.65	16502.6	17171.48	15832.02	10308.919999999998	13595.88	15193.31	11621.54	13076.070000000003	12817.66	16736.239999999998	18262.29	15484.08	16255.64	17197.93	15453.070000000003
EC:1.3.5.3	Protoporphyrinogen IX dehydrogenase (menaquinone)	741.0	1111.75	1054.1	710.0	540.0	850.02	531.15	906.05	1569.5	926.72	751.95	679.25	1015.25	1148.95	794.0	1584.65	1795.5	788.0
EC:1.3.5.4	Fumarate reductase (quinol)	41334.9	48996.07000000001	51522.44	48608.46	45001.55	46459.16	34139.09	43544.31	49854.78	37249.35	40477.789999999986	41599.17000000001	53461.73000000001	55574.23	50084.0	53852.19	54217.22	49114.580000000016
EC:1.3.5.5	15-cis-phytoene desaturase	40.0	74.33	173.0	38.0	117.0	136.33	986.33	577.33	641.0	255.0	781.17	995.99	867.33	868.0	683.0	511.33	1054.67	299.0
EC:1.3.5.6	9,9'-di-cis-zeta-carotene desaturase	5.5	9.33	2.0	2.0	3.0	7.33	25.83	80.83	11.0	2.0	162.67	23.49	4.33	1.5	0.0	46.33	23.67	35.5
EC:1.3.7.11	2,3-bis-O-geranylgeranyl-sn-glycero-phospholipid reductase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0
EC:1.3.7.2	15,16-dihydrobiliverdin:ferredoxin oxidoreductase	0.0	0.0	0.0	0.0	3.0	0.0	5.0	45.0	0.0	2.0	87.0	0.0	0.0	0.0	0.0	30.0	2.0	8.0
EC:1.3.7.3	Phycoerythrobilin:ferredoxin oxidoreductase	0.0	0.0	0.0	0.0	3.0	0.0	5.0	45.0	0.0	2.0	87.0	0.0	0.0	0.0	0.0	30.0	2.0	8.0
EC:1.3.7.5	Phycocyanobilin:ferredoxin oxidoreductase	40.0	74.33	173.0	38.0	117.0	136.33	986.33	577.33	641.0	255.0	781.17	995.99	867.33	868.0	683.0	511.33	1054.67	299.0
EC:1.3.7.7	Ferredoxin:protochlorophyllide reductase (ATP-dependent)	3272.0	1448.99	2152.0	2262.0	3645.0	1945.99	2462.99	2527.99	2007.0	1771.0	2942.51	2247.97	4047.99	4579.0	2461.0	2380.99	4135.01	2874.0
EC:1.3.7.9	4-hydroxybenzoyl-CoA reductase	0.0	0.0	31.0	0.0	0.0	5.0	0.0	0.0	14.0	45.0	7.0	18.0	11.0	13.0	55.0	21.0	21.0	15.0
EC:1.3.8.1	Short-chain acyl-CoA dehydrogenase	10940.17	11096.0	11499.29	12197.54	13245.05	13880.91	7716.27	9013.8	9648.02	8440.33	9456.65	8960.47	11938.5	13418.67	11930.58	11510.19	11635.58	11417.23
EC:1.3.8.12	(2S)-methylsuccinyl-CoA dehydrogenase	1136.5	1052.0	1403.5	1216.5	1098.0	1148.5	1145.0	1068.0	863.0	773.0	1057.0	1102.0	895.0	934.0	1289.0	1136.0	956.0	1169.5
EC:1.3.8.4	Isovaleryl-CoA dehydrogenase	8886.42	6906.83	9561.41	10151.35	12245.42	11178.42	5243.34	5864.0	7007.33	6394.92	7009.700000000002	6776.84	7910.75	9870.17	7807.75	8288.119999999999	8807.41	8103.38
EC:1.3.8.6	Glutaryl-CoA dehydrogenase (ETF)	15218.0	16904.33	19307.75	18264.85	17957.239999999998	17730.67	10687.42	14623.75	17330.71	13370.67	13928.2	13733.17	18072.91	19274.09	16963.58	18775.210000000006	18746.33	17327.270000000004
EC:1.3.8.7	Medium-chain acyl-CoA dehydrogenase	46939.51	51468.32	53789.04	52551.3	52598.03	52903.91	33596.79	41900.8	42968.28	35589.85	42123.35	39486.49	53263.58	55686.85	51538.58	54000.12	55021.88999999999	51776.3
EC:1.3.8.8	Long-chain-acyl-CoA dehydrogenase	1472.0	1199.0	1973.0	1762.0	1940.0	1629.0	543.0	654.0	1097.0	869.0	946.0	718.0	1068.0	1205.0	1032.0	1154.0	1216.0	1103.0
EC:1.3.98.1	Dihydroorotate oxidase (fumarate)	153.5	255.0	81.0	119.5	153.5	178.82999999999996	260.5	371.0	250.0	160.0	270.17	323.66	294.83	138.0	305.5	220.0	254.67	200.0
EC:1.3.99.12	2-methylacyl-CoA dehydrogenase	591.5	458.75	544.5	453.0	146.5	404.0	424.25	622.25	1648.5	875.5	531.75	609.25	782.25	761.75	707.0	1309.0	713.34	637.5
EC:1.3.99.16	Isoquinoline 1-oxidoreductase	47419.60000000001	35261.16	49300.39	52525.52	61782.66	52484.37	24458.04	27601.0	36565.25	31882.83	34293.3	31086.04	44553.33	55049.7	39934.14	41761.44	47583.61	41925.24000000001
EC:1.3.99.22	Coproporphyrinogen dehydrogenase	25779.07	25910.49	32126.89	30793.58	32400.400000000005	30868.21	21344.29	25755.41	29641.0	22885.99	24983.140000000007	26755.42	30199.980000000003	33599.16	29857.000000000004	30444.129999999994	31444.620000000006	29379.150000000016
EC:1.3.99.23	All-trans-retinol 13,14-reductase	385.0	438.0	1066.0	490.0	329.0	408.0	379.0	749.0	1134.0	866.0	510.0	404.0	629.0	632.0	621.0	594.0	685.0	752.0
EC:1.3.99.26	All-trans-zeta-carotene desaturase	5558.16	7366.0	7486.01	7139.5	6452.49	5642.5	4131.82	6453.0	6248.49	4859.5	5169.0	4642.66	8625.32	8156.34	6677.33	6874.01	7827.49	7242.82
EC:1.3.99.27	1-hydroxycarotenoid 3,4-desaturase	1020.0	364.0	635.0	663.0	1109.0	567.0	418.0	537.0	398.0	465.0	585.0	351.0	958.0	1205.0	518.0	529.0	964.0	793.0
EC:1.3.99.28	Phytoene desaturase (neurosporene-forming)	5558.16	7366.0	7486.01	7139.5	6452.49	5642.5	4131.82	6453.0	6248.49	4859.5	5169.0	4642.66	8625.32	8156.34	6677.33	6874.01	7827.49	7242.82
EC:1.3.99.29	Phytoene desaturase (zeta-carotene-forming)	5558.16	7366.0	7486.01	7139.5	6452.49	5642.5	4131.82	6453.0	6248.49	4859.5	5169.0	4642.66	8625.32	8156.34	6677.33	6874.01	7827.49	7242.82
EC:1.3.99.31	Phytoene desaturase (lycopene-forming)	5558.16	7366.0	7486.01	7139.5	6452.49	5642.5	4131.82	6453.0	6248.49	4859.5	5169.0	4642.66	8625.32	8156.34	6677.33	6874.01	7827.49	7242.82
EC:1.3.99.32	Glutaryl-CoA dehydrogenase (acceptor)	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	8.0	0.0	0.0	0.0
EC:1.3.99.35	Chlorophyllide a reductase	3138.0	1205.0	1942.0	2106.5	3420.5	1743.5	1328.0	1701.5	1232.0	1437.0	1795.5	1101.5	3002.5	3616.5	1627.0	1672.0	2931.0	2411.5
EC:1.3.99.4	3-oxosteroid 1-dehydrogenase	1673.5	3385.25	3219.75	2603.1	1766.75	1910.0	1308.25	1976.75	2710.2	1718.0	1782.6999999999996	1698.75	2756.5	2193.25	2207.25	3312.3	3399.25	2314.85
EC:1.3.99.5	3-oxo-5-alpha-steroid 4-dehydrogenase (acceptor)	418.5	1115.0	863.75	725.6	675.75	591.0	284.5	483.5	302.7	372.5	426.4500000000001	475.5	823.75	556.5	594.25	909.3	1145.25	557.35
EC:1.3.99.8	2-furoyl-CoA dehydrogenase	100.0	43.0	27.0	462.99	0.0	58.0	68.0	64.0	51.6	34.0	56.0	65.0	26.0	16.0	22.0	14.0	77.0	29.8
EC:1.4.1.1	Alanine dehydrogenase	10800.7	13316.66	14302.95	13558.65	11599.88	13038.97	10338.32	12581.28	14425.17	10480.179999999997	11329.37	13097.56	13863.58	14933.75	13451.59	14384.88	14146.28	12563.240000000002
EC:1.4.1.11	L-erythro-3,5-diaminohexanoate dehydrogenase	851.0	1726.83	1297.67	1301.67	1039.5	1061.83	707.1700000000002	1119.5	1151.17	683.67	1009.0	951.67	1351.67	1014.0	1235.17	1322.17	1069.5	1330.5
EC:1.4.1.13	Glutamate synthase (NADPH)	32817.49	34524.240000000005	38068.84	38842.25	38283.430000000015	38499.0	24419.6	28963.95	34279.36	26957.72	29712.55	31168.9	36640.0	40602.49	35708.51	38325.87	39589.540000000015	35158.490000000005
EC:1.4.1.14	Glutamate synthase (NADH)	32817.49	34524.240000000005	38068.84	38842.25	38283.430000000015	38499.0	24419.6	28963.95	34279.36	26957.72	29712.55	31168.9	36640.0	40602.49	35708.51	38325.87	39589.540000000015	35158.490000000005
EC:1.4.1.16	Diaminopimelate dehydrogenase	40.0	95.5	39.5	20.0	44.5	106.0	98.33	25.0	44.0	35.64	50.0	74.5	30.0	18.0	80.0	44.0	42.0	34.0
EC:1.4.1.18	Lysine 6-dehydrogenase	0.0	2.0	0.0	2.0	0.0	2.5	5.0	6.5	14.0	4.5	2.5	5.0	5.0	5.5	11.0	0.0	5.5	3.0
EC:1.4.1.2	Glutamate dehydrogenase	10260.7	11175.0	11902.35	12111.48	10686.78	11485.57	7558.35	9363.35	10320.37	8059.23	9385.7	9818.8	11252.08	12221.75	10480.75	11675.35	12295.61	11008.24
EC:1.4.1.20	Phenylalanine dehydrogenase	9.0	14.0	10.0	15.0	4.0	9.0	8.0	29.0	30.0	0.0	0.0	0.0	0.0	9.0	8.0	47.0	0.0	13.0
